,hotel,office,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9
126,-176.8020636,-30.09572467,-0.71130585,-0.71130585,-0.71130585,-0.71130585,-0.71130585,-0.71130585,-0.71130585,-0.71130585,-0.71130585,-0.71130585
127,-234.9459534,-52.05585025,-0.976262726,-0.976262726,-0.976262726,-0.976262726,-0.976262726,-0.976262726,-0.976262726,-0.976262726,-0.976262726,-0.976262726
128,-200.7687585,-121.9423651,-0.953929254,-0.953929254,-0.953929254,-0.953929254,-0.953929254,-0.953929254,-0.953929254,-0.953929254,-0.953929254,-0.953929254
129,-224.4632033,-113.5937937,-0.810887829,-0.810887829,-0.810887829,-0.810887829,-0.810887829,-0.810887829,-0.810887829,-0.810887829,-0.810887829,-0.810887829
130,-216.9559974,-111.6672003,-0.806663701,-0.806663701,-0.806663701,-0.806663701,-0.806663701,-0.806663701,-0.806663701,-0.806663701,-0.806663701,-0.806663701
131,-216.9848527,-113.5937937,-0.823009346,-0.823009346,-0.823009346,-0.823009346,-0.823009346,-0.823009346,-0.823009346,-0.823009346,-0.823009346,-0.823009346
132,-217.022822,-113.0494452,-0.808095939,-0.808095939,-0.808095939,-0.808095939,-0.808095939,-0.808095939,-0.808095939,-0.808095939,-0.808095939,-0.808095939
133,-198.9852413,-115.1992882,-0.785479598,-0.785479598,-0.785479598,-0.785479598,-0.785479598,-0.785479598,-0.785479598,-0.785479598,-0.785479598,-0.785479598
134,-190.6681211,-111.6672003,-0.786138211,-0.786138211,-0.786138211,-0.786138211,-0.786138211,-0.786138211,-0.786138211,-0.786138211,-0.786138211,-0.786138211
135,-199.0111738,-111.6672003,-0.84980194,-0.84980194,-0.84980194,-0.84980194,-0.84980194,-0.84980194,-0.84980194,-0.84980194,-0.84980194,-0.84980194
136,-220.4930083,-114.5570904,-1.083798346,-1.083798346,-1.083798346,-1.083798346,-1.083798346,-1.083798346,-1.083798346,-1.083798346,-1.083798346,-1.083798346
137,-195.2910092,-103.6712075,-1.512456395,-1.512456395,-1.512456395,-1.512456395,-1.512456395,-1.512456395,-1.512456395,-1.512456395,-1.512456395,-1.512456395
138,-248.9528833,-66.11390362,-1.766626287,-1.766626287,-1.766626287,-1.766626287,-1.766626287,-1.766626287,-1.766626287,-1.766626287,-1.766626287,-1.766626287
139,-251.7463755,-63.54511241,-1.74958677,-1.74958677,-1.74958677,-1.74958677,-1.74958677,-1.74958677,-1.74958677,-1.74958677,-1.74958677,-1.74958677
140,-277.0799025,-47.46261634,-1.617416021,-1.617416021,-1.617416021,-1.617416021,-1.617416021,-1.617416021,-1.617416021,-1.617416021,-1.617416021,-1.617416021
141,-257.4669465,-46.17822074,-1.471397486,-1.471397486,-1.471397486,-1.471397486,-1.471397486,-1.471397486,-1.471397486,-1.471397486,-1.471397486,-1.471397486
142,-195.3185813,-26.80416012,-1.188609387,-1.188609387,-1.188609387,-1.188609387,-1.188609387,-1.188609387,-1.188609387,-1.188609387,-1.188609387,-1.188609387
143,-130.6206649,-24.12374411,-0.908137038,-0.908137038,-0.908137038,-0.908137038,-0.908137038,-0.908137038,-0.908137038,-0.908137038,-0.908137038,-0.908137038
144,-92.80503303,-18.76291208,-0.637703523,-0.637703523,-0.637703523,-0.637703523,-0.637703523,-0.637703523,-0.637703523,-0.637703523,-0.637703523,-0.637703523
145,-92.62467246,-18.76291208,-0.523597994,-0.523597994,-0.523597994,-0.523597994,-0.523597994,-0.523597994,-0.523597994,-0.523597994,-0.523597994,-0.523597994
146,-75.15766095,-19.72044279,-0.478879418,-0.478879418,-0.478879418,-0.478879418,-0.478879418,-0.478879418,-0.478879418,-0.478879418,-0.478879418,-0.478879418
147,-75.15766095,-19.52893665,-0.465607474,-0.465607474,-0.465607474,-0.465607474,-0.465607474,-0.465607474,-0.465607474,-0.465607474,-0.465607474,-0.465607474
148,-75.15766095,-19.72044279,-0.46443143,-0.46443143,-0.46443143,-0.46443143,-0.46443143,-0.46443143,-0.46443143,-0.46443143,-0.46443143,-0.46443143
149,-80.15584095,-19.52893665,-0.517138943,-0.517138943,-0.517138943,-0.517138943,-0.517138943,-0.517138943,-0.517138943,-0.517138943,-0.517138943,-0.517138943
150,-144.6699968,-30.09572467,-0.721931362,-0.721931362,-0.721931362,-0.721931362,-0.721931362,-0.721931362,-0.721931362,-0.721931362,-0.721931362,-0.721931362
151,-189.390071,-35.23330708,-0.997424088,-0.997424088,-0.997424088,-0.997424088,-0.997424088,-0.997424088,-0.997424088,-0.997424088,-0.997424088,-0.997424088
152,-238.7176403,-61.3952694,-0.986366555,-0.986366555,-0.986366555,-0.986366555,-0.986366555,-0.986366555,-0.986366555,-0.986366555,-0.986366555,-0.986366555
153,-244.2203192,-63.64296171,-0.855918888,-0.855918888,-0.855918888,-0.855918888,-0.855918888,-0.855918888,-0.855918888,-0.855918888,-0.855918888,-0.855918888
154,-231.2354703,-62.679665,-0.85757993,-0.85757993,-0.85757993,-0.85757993,-0.85757993,-0.85757993,-0.85757993,-0.85757993,-0.85757993,-0.85757993
155,-222.133234,-64.92735731,-0.875498106,-0.875498106,-0.875498106,-0.875498106,-0.875498106,-0.875498106,-0.875498106,-0.875498106,-0.875498106,-0.875498106
156,-222.0756035,-63.64296171,-0.855906445,-0.855906445,-0.855906445,-0.855906445,-0.855906445,-0.855906445,-0.855906445,-0.855906445,-0.855906445,-0.855906445
157,-204.0608684,-61.0741705,-0.829067631,-0.829067631,-0.829067631,-0.829067631,-0.829067631,-0.829067631,-0.829067631,-0.829067631,-0.829067631,-0.829067631
158,-195.7454184,-32.66451588,-0.825263783,-0.825263783,-0.825263783,-0.825263783,-0.825263783,-0.825263783,-0.825263783,-0.825263783,-0.825263783,-0.825263783
159,-204.2145389,-31.38012027,-0.886860913,-0.886860913,-0.886860913,-0.886860913,-0.886860913,-0.886860913,-0.886860913,-0.886860913,-0.886860913,-0.886860913
160,-225.5689331,-31.70121917,-1.119716265,-1.119716265,-1.119716265,-1.119716265,-1.119716265,-1.119716265,-1.119716265,-1.119716265,-1.119716265,-1.119716265
