,hotel,office,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9
75,-107.3299703,-5.085168156,-6.841320482,-6.841320482,-6.841320482,-6.841320482,-6.841320482,-6.841320482,-6.841320482,-6.841320482,-6.841320482,-6.841320482
76,-132.2004494,-8.52384132,-6.97559732,-6.97559732,-6.97559732,-6.97559732,-6.97559732,-6.97559732,-6.97559732,-6.97559732,-6.97559732,-6.97559732
77,-199.7464567,-6.436518187,-7.17695648,-7.17695648,-7.17695648,-7.17695648,-7.17695648,-7.17695648,-7.17695648,-7.17695648,-7.17695648,-7.17695648
78,-315.5776452,-123.8083404,-7.384561491,-7.384561491,-7.384561491,-7.384561491,-7.384561491,-7.384561491,-7.384561491,-7.384561491,-7.384561491,-7.384561491
79,-551.6323928,-139.570173,-8.052028473,-8.052028473,-8.052028473,-8.052028473,-8.052028473,-8.052028473,-8.052028473,-8.052028473,-8.052028473,-8.052028473
80,-489.6477874,-100.5845257,-7.397623499,-7.397623499,-7.397623499,-7.397623499,-7.397623499,-7.397623499,-7.397623499,-7.397623499,-7.397623499,-7.397623499
81,-404.267719,-79.21297398,-6.709945582,-6.709945582,-6.709945582,-6.709945582,-6.709945582,-6.709945582,-6.709945582,-6.709945582,-6.709945582,-6.709945582
82,-356.6606046,-68.71323014,-7.311981783,-7.311981783,-7.311981783,-7.311981783,-7.311981783,-7.311981783,-7.311981783,-7.311981783,-7.311981783,-7.311981783
83,-308.469182,-61.53349924,-5.777399885,-5.777399885,-5.777399885,-5.777399885,-5.777399885,-5.777399885,-5.777399885,-5.777399885,-5.777399885,-5.777399885
84,-302.9332345,-61.09356662,-4.876394049,-4.876394049,-4.876394049,-4.876394049,-4.876394049,-4.876394049,-4.876394049,-4.876394049,-4.876394049,-4.876394049
85,-297.2039516,-50.74055578,-4.28368181,-4.28368181,-4.28368181,-4.28368181,-4.28368181,-4.28368181,-4.28368181,-4.28368181,-4.28368181,-4.28368181
