,hotel,office,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9
1205,-139.5605405,-0.0156,-4.396360197,-4.396360197,-4.396360197,-4.396360197,-4.396360197,-4.396360197,-4.396360197,-4.396360197,-4.396360197,-4.396360197
1206,-186.8734439,-0.860317691,-5.311074714,-5.311074714,-5.311074714,-5.311074714,-5.311074714,-5.311074714,-5.311074714,-5.311074714,-5.311074714,-5.311074714
1207,-381.5510507,-0.0156,-4.92287439,-4.92287439,-4.92287439,-4.92287439,-4.92287439,-4.92287439,-4.92287439,-4.92287439,-4.92287439,-4.92287439
1208,-512.7254472,-0.0156,-4.401649007,-4.401649007,-4.401649007,-4.401649007,-4.401649007,-4.401649007,-4.401649007,-4.401649007,-4.401649007,-4.401649007
1209,-379.9291951,-0.860344702,-3.541536145,-3.541536145,-3.541536145,-3.541536145,-3.541536145,-3.541536145,-3.541536145,-3.541536145,-3.541536145,-3.541536145
1210,-266.6679281,-0.0156,-3.4633913,-3.4633913,-3.4633913,-3.4633913,-3.4633913,-3.4633913,-3.4633913,-3.4633913,-3.4633913,-3.4633913
1211,-214.3132759,-0.860389377,-2.621275795,-2.621275795,-2.621275795,-2.621275795,-2.621275795,-2.621275795,-2.621275795,-2.621275795,-2.621275795,-2.621275795
1212,-174.5063089,-0.0156,-2.410699999,-2.410699999,-2.410699999,-2.410699999,-2.410699999,-2.410699999,-2.410699999,-2.410699999,-2.410699999,-2.410699999
1213,-166.1833179,-0.8605323,-1.610307854,-1.610307854,-1.610307854,-1.610307854,-1.610307854,-1.610307854,-1.610307854,-1.610307854,-1.610307854,-1.610307854
1214,-157.1876385,-0.860385334,-1.271755408,-1.271755408,-1.271755408,-1.271755408,-1.271755408,-1.271755408,-1.271755408,-1.271755408,-1.271755408,-1.271755408
1215,-158.7277273,-0.0156,-1.289531754,-1.289531754,-1.289531754,-1.289531754,-1.289531754,-1.289531754,-1.289531754,-1.289531754,-1.289531754,-1.289531754
1216,-145.1514249,-0.0156,-1.367165217,-1.367165217,-1.367165217,-1.367165217,-1.367165217,-1.367165217,-1.367165217,-1.367165217,-1.367165217,-1.367165217
1217,-179.8652569,-0.860316791,-2.210613043,-2.210613043,-2.210613043,-2.210613043,-2.210613043,-2.210613043,-2.210613043,-2.210613043,-2.210613043,-2.210613043
1218,-215.9898152,-0.0156,-1.748470581,-1.748470581,-1.748470581,-1.748470581,-1.748470581,-1.748470581,-1.748470581,-1.748470581,-1.748470581,-1.748470581
1219,-269.4079897,-0.860316426,-1.728908609,-1.728908609,-1.728908609,-1.728908609,-1.728908609,-1.728908609,-1.728908609,-1.728908609,-1.728908609,-1.728908609
1220,-276.5625487,-0.0156,-1.810941324,-1.810941324,-1.810941324,-1.810941324,-1.810941324,-1.810941324,-1.810941324,-1.810941324,-1.810941324,-1.810941324
1221,-273.4683344,-0.860421374,-1.982531358,-1.982531358,-1.982531358,-1.982531358,-1.982531358,-1.982531358,-1.982531358,-1.982531358,-1.982531358,-1.982531358
1222,-364.0663304,-0.0156,-2.18893608,-2.18893608,-2.18893608,-2.18893608,-2.18893608,-2.18893608,-2.18893608,-2.18893608,-2.18893608,-2.18893608
1223,-274.8400121,-0.0156,-2.485889819,-2.485889819,-2.485889819,-2.485889819,-2.485889819,-2.485889819,-2.485889819,-2.485889819,-2.485889819,-2.485889819
1224,-143.8036901,-0.860337449,-2.745090415,-2.745090415,-2.745090415,-2.745090415,-2.745090415,-2.745090415,-2.745090415,-2.745090415,-2.745090415,-2.745090415
1225,-106.0913444,-0.0156,-2.959622448,-2.959622448,-2.959622448,-2.959622448,-2.959622448,-2.959622448,-2.959622448,-2.959622448,-2.959622448,-2.959622448
1226,-98.07822116,-0.860355873,-3.127812396,-3.127812396,-3.127812396,-3.127812396,-3.127812396,-3.127812396,-3.127812396,-3.127812396,-3.127812396,-3.127812396
1227,-97.20833352,-0.0156,-3.236800245,-3.236800245,-3.236800245,-3.236800245,-3.236800245,-3.236800245,-3.236800245,-3.236800245,-3.236800245,-3.236800245
1228,-114.9242609,-0.860352264,-3.357796374,-3.357796374,-3.357796374,-3.357796374,-3.357796374,-3.357796374,-3.357796374,-3.357796374,-3.357796374,-3.357796374
1229,-181.3387734,-0.0156,-3.491338006,-3.491338006,-3.491338006,-3.491338006,-3.491338006,-3.491338006,-3.491338006,-3.491338006,-3.491338006,-3.491338006
1230,-302.3143197,-99.21773161,-3.943787019,-3.943787019,-3.943787019,-3.943787019,-3.943787019,-3.943787019,-3.943787019,-3.943787019,-3.943787019,-3.943787019
1231,-401.2516337,-72.70934789,-3.534394714,-3.534394714,-3.534394714,-3.534394714,-3.534394714,-3.534394714,-3.534394714,-3.534394714,-3.534394714,-3.534394714
1232,-314.005124,-41.89743,-3.258515558,-3.258515558,-3.258515558,-3.258515558,-3.258515558,-3.258515558,-3.258515558,-3.258515558,-3.258515558,-3.258515558
1233,-235.0139155,-34.91052961,-3.012611423,-3.012611423,-3.012611423,-3.012611423,-3.012611423,-3.012611423,-3.012611423,-3.012611423,-3.012611423,-3.012611423
1234,-190.0776968,-31.76287331,-3.291512842,-3.291512842,-3.291512842,-3.291512842,-3.291512842,-3.291512842,-3.291512842,-3.291512842,-3.291512842,-3.291512842
1235,-141.9508115,-27.68211121,-2.815052186,-2.815052186,-2.815052186,-2.815052186,-2.815052186,-2.815052186,-2.815052186,-2.815052186,-2.815052186,-2.815052186
1236,-140.2835045,-29.53808545,-2.475346151,-2.475346151,-2.475346151,-2.475346151,-2.475346151,-2.475346151,-2.475346151,-2.475346151,-2.475346151,-2.475346151
1237,-141.2885265,-21.26594154,-2.33031763,-2.33031763,-2.33031763,-2.33031763,-2.33031763,-2.33031763,-2.33031763,-2.33031763,-2.33031763,-2.33031763
1238,-138.1165628,-19.54364432,-2.213091303,-2.213091303,-2.213091303,-2.213091303,-2.213091303,-2.213091303,-2.213091303,-2.213091303,-2.213091303,-2.213091303
1239,-138.3467044,-18.60827047,-1.981677631,-1.981677631,-1.981677631,-1.981677631,-1.981677631,-1.981677631,-1.981677631,-1.981677631,-1.981677631,-1.981677631
1240,-110.6517019,-19.12353268,-1.845228697,-1.845228697,-1.845228697,-1.845228697,-1.845228697,-1.845228697,-1.845228697,-1.845228697,-1.845228697,-1.845228697
1241,-160.5038935,-20.05141731,-1.739395397,-1.739395397,-1.739395397,-1.739395397,-1.739395397,-1.739395397,-1.739395397,-1.739395397,-1.739395397,-1.739395397
1242,-279.0590138,-26.77772411,-1.556397917,-1.556397917,-1.556397917,-1.556397917,-1.556397917,-1.556397917,-1.556397917,-1.556397917,-1.556397917,-1.556397917
1243,-212.997499,-27.63403851,-1.40011614,-1.40011614,-1.40011614,-1.40011614,-1.40011614,-1.40011614,-1.40011614,-1.40011614,-1.40011614,-1.40011614
1244,-212.1954788,-34.54195209,-1.363854051,-1.363854051,-1.363854051,-1.363854051,-1.363854051,-1.363854051,-1.363854051,-1.363854051,-1.363854051,-1.363854051
1245,-310.7631678,-36.91861069,-1.358273359,-1.358273359,-1.358273359,-1.358273359,-1.358273359,-1.358273359,-1.358273359,-1.358273359,-1.358273359,-1.358273359
1246,-242.8932566,-0.86035086,-1.416712556,-1.416712556,-1.416712556,-1.416712556,-1.416712556,-1.416712556,-1.416712556,-1.416712556,-1.416712556,-1.416712556
1247,-151.6760512,-0.0156,-1.598367528,-1.598367528,-1.598367528,-1.598367528,-1.598367528,-1.598367528,-1.598367528,-1.598367528,-1.598367528,-1.598367528
1248,-124.7909374,-0.860353641,-1.752604392,-1.752604392,-1.752604392,-1.752604392,-1.752604392,-1.752604392,-1.752604392,-1.752604392,-1.752604392,-1.752604392
1249,-96.25311621,-0.0156,-1.893604191,-1.893604191,-1.893604191,-1.893604191,-1.893604191,-1.893604191,-1.893604191,-1.893604191,-1.893604191,-1.893604191
1250,-98.2117042,-0.0156,-2.024001092,-2.024001092,-2.024001092,-2.024001092,-2.024001092,-2.024001092,-2.024001092,-2.024001092,-2.024001092,-2.024001092
1251,-91.61615606,-0.860355449,-2.119849145,-2.119849145,-2.119849145,-2.119849145,-2.119849145,-2.119849145,-2.119849145,-2.119849145,-2.119849145,-2.119849145
1252,-115.4226051,-0.0156,-2.216077694,-2.216077694,-2.216077694,-2.216077694,-2.216077694,-2.216077694,-2.216077694,-2.216077694,-2.216077694,-2.216077694
1253,-183.1441718,-0.860404533,-2.384176011,-2.384176011,-2.384176011,-2.384176011,-2.384176011,-2.384176011,-2.384176011,-2.384176011,-2.384176011,-2.384176011
1254,-308.032492,-58.79611402,-2.942654426,-2.942654426,-2.942654426,-2.942654426,-2.942654426,-2.942654426,-2.942654426,-2.942654426,-2.942654426,-2.942654426
1255,-404.6133285,-44.91245556,-2.639609004,-2.639609004,-2.639609004,-2.639609004,-2.639609004,-2.639609004,-2.639609004,-2.639609004,-2.639609004,-2.639609004
1256,-314.6527212,-16.45041859,-2.239205983,-2.239205983,-2.239205983,-2.239205983,-2.239205983,-2.239205983,-2.239205983,-2.239205983,-2.239205983,-2.239205983
1257,-238.2996231,-8.640705957,-1.734248916,-1.734248916,-1.734248916,-1.734248916,-1.734248916,-1.734248916,-1.734248916,-1.734248916,-1.734248916,-1.734248916
1258,-194.0693819,-7.136069,-1.724356585,-1.724356585,-1.724356585,-1.724356585,-1.724356585,-1.724356585,-1.724356585,-1.724356585,-1.724356585,-1.724356585
1259,-149.1870272,-6.709251526,-0.871242786,-0.871242786,-0.871242786,-0.871242786,-0.871242786,-0.871242786,-0.871242786,-0.871242786,-0.871242786,-0.871242786
1260,-144.2121458,-8.450998592,-0.563308491,-0.563308491,-0.563308491,-0.563308491,-0.563308491,-0.563308491,-0.563308491,-0.563308491,-0.563308491,-0.563308491
1261,-148.8681937,-6.050451985,-0.522930758,-0.522930758,-0.522930758,-0.522930758,-0.522930758,-0.522930758,-0.522930758,-0.522930758,-0.522930758,-0.522930758
1262,-143.775995,-2.662972635,-0.482621362,-0.482621362,-0.482621362,-0.482621362,-0.482621362,-0.482621362,-0.482621362,-0.482621362,-0.482621362,-0.482621362
1263,-143.7854066,-2.579097989,-0.487530296,-0.487530296,-0.487530296,-0.487530296,-0.487530296,-0.487530296,-0.487530296,-0.487530296,-0.487530296,-0.487530296
1264,-119.4193412,-2.733457319,-0.535683484,-0.535683484,-0.535683484,-0.535683484,-0.535683484,-0.535683484,-0.535683484,-0.535683484,-0.535683484,-0.535683484
1265,-163.606904,-4.015159848,-0.923565213,-0.923565213,-0.923565213,-0.923565213,-0.923565213,-0.923565213,-0.923565213,-0.923565213,-0.923565213,-0.923565213
1266,-287.0594209,-6.606281511,-0.731842916,-0.731842916,-0.731842916,-0.731842916,-0.731842916,-0.731842916,-0.731842916,-0.731842916,-0.731842916,-0.731842916
1267,-224.6212763,-10.67259034,-0.74692093,-0.74692093,-0.74692093,-0.74692093,-0.74692093,-0.74692093,-0.74692093,-0.74692093,-0.74692093,-0.74692093
1268,-242.1215609,-18.65773672,-0.884786861,-0.884786861,-0.884786861,-0.884786861,-0.884786861,-0.884786861,-0.884786861,-0.884786861,-0.884786861,-0.884786861
1269,-345.6056044,-22.26558545,-1.103692927,-1.103692927,-1.103692927,-1.103692927,-1.103692927,-1.103692927,-1.103692927,-1.103692927,-1.103692927,-1.103692927
1270,-285.6379182,-0.0156,-1.461684468,-1.461684468,-1.461684468,-1.461684468,-1.461684468,-1.461684468,-1.461684468,-1.461684468,-1.461684468,-1.461684468
1271,-200.7006491,-0.860355626,-1.798084261,-1.798084261,-1.798084261,-1.798084261,-1.798084261,-1.798084261,-1.798084261,-1.798084261,-1.798084261,-1.798084261
1272,-147.7367489,-0.0156,-2.104527809,-2.104527809,-2.104527809,-2.104527809,-2.104527809,-2.104527809,-2.104527809,-2.104527809,-2.104527809,-2.104527809
1273,-111.5884581,-0.86034992,-2.438000364,-2.438000364,-2.438000364,-2.438000364,-2.438000364,-2.438000364,-2.438000364,-2.438000364,-2.438000364,-2.438000364
1274,-101.0857451,-0.0156,-2.688112511,-2.688112511,-2.688112511,-2.688112511,-2.688112511,-2.688112511,-2.688112511,-2.688112511,-2.688112511,-2.688112511
1275,-93.80767107,-0.860353089,-2.878447111,-2.878447111,-2.878447111,-2.878447111,-2.878447111,-2.878447111,-2.878447111,-2.878447111,-2.878447111,-2.878447111
1276,-115.5712335,-0.0156,-3.046662091,-3.046662091,-3.046662091,-3.046662091,-3.046662091,-3.046662091,-3.046662091,-3.046662091,-3.046662091,-3.046662091
1277,-184.2458075,-0.860477147,-3.342211808,-3.342211808,-3.342211808,-3.342211808,-3.342211808,-3.342211808,-3.342211808,-3.342211808,-3.342211808,-3.342211808
1278,-301.577288,-54.68017816,-3.630804267,-3.630804267,-3.630804267,-3.630804267,-3.630804267,-3.630804267,-3.630804267,-3.630804267,-3.630804267,-3.630804267
1279,-459.832743,-41.06563809,-4.12957712,-4.12957712,-4.12957712,-4.12957712,-4.12957712,-4.12957712,-4.12957712,-4.12957712,-4.12957712,-4.12957712
1280,-386.6709243,-16.37483528,-3.607205308,-3.607205308,-3.607205308,-3.607205308,-3.607205308,-3.607205308,-3.607205308,-3.607205308,-3.607205308,-3.607205308
1281,-311.3916316,-9.986507806,-2.98216907,-2.98216907,-2.98216907,-2.98216907,-2.98216907,-2.98216907,-2.98216907,-2.98216907,-2.98216907,-2.98216907
1282,-267.2772358,-9.12505446,-3.282087792,-3.282087792,-3.282087792,-3.282087792,-3.282087792,-3.282087792,-3.282087792,-3.282087792,-3.282087792,-3.282087792
1283,-225.7886369,-9.868009873,-2.043245059,-2.043245059,-2.043245059,-2.043245059,-2.043245059,-2.043245059,-2.043245059,-2.043245059,-2.043245059,-2.043245059
1284,-217.9591904,-10.80472013,-1.423152131,-1.423152131,-1.423152131,-1.423152131,-1.423152131,-1.423152131,-1.423152131,-1.423152131,-1.423152131,-1.423152131
1285,-221.653374,-8.198551812,-1.131203713,-1.131203713,-1.131203713,-1.131203713,-1.131203713,-1.131203713,-1.131203713,-1.131203713,-1.131203713,-1.131203713
1286,-205.3430732,-3.682457502,-0.894510199,-0.894510199,-0.894510199,-0.894510199,-0.894510199,-0.894510199,-0.894510199,-0.894510199,-0.894510199,-0.894510199
1287,-199.826062,-3.135100763,-0.990098412,-0.990098412,-0.990098412,-0.990098412,-0.990098412,-0.990098412,-0.990098412,-0.990098412,-0.990098412,-0.990098412
1288,-196.1736536,-5.039221759,-1.265579622,-1.265579622,-1.265579622,-1.265579622,-1.265579622,-1.265579622,-1.265579622,-1.265579622,-1.265579622,-1.265579622
1289,-238.620331,-4.879188176,-2.301197273,-2.301197273,-2.301197273,-2.301197273,-2.301197273,-2.301197273,-2.301197273,-2.301197273,-2.301197273,-2.301197273
1290,-362.9071571,-13.39557251,-1.896900045,-1.896900045,-1.896900045,-1.896900045,-1.896900045,-1.896900045,-1.896900045,-1.896900045,-1.896900045,-1.896900045
1291,-297.6332048,-19.28791367,-1.959437705,-1.959437705,-1.959437705,-1.959437705,-1.959437705,-1.959437705,-1.959437705,-1.959437705,-1.959437705,-1.959437705
1292,-298.313184,-27.09277317,-2.112680812,-2.112680812,-2.112680812,-2.112680812,-2.112680812,-2.112680812,-2.112680812,-2.112680812,-2.112680812,-2.112680812
1293,-393.0673227,-29.81769568,-2.369915834,-2.369915834,-2.369915834,-2.369915834,-2.369915834,-2.369915834,-2.369915834,-2.369915834,-2.369915834,-2.369915834
1294,-327.1057827,-0.860356383,-2.73634985,-2.73634985,-2.73634985,-2.73634985,-2.73634985,-2.73634985,-2.73634985,-2.73634985,-2.73634985,-2.73634985
1295,-239.4101676,-0.0156,-3.077797626,-3.077797626,-3.077797626,-3.077797626,-3.077797626,-3.077797626,-3.077797626,-3.077797626,-3.077797626,-3.077797626
1296,-123.9134459,-0.860352463,-3.422977064,-3.422977064,-3.422977064,-3.422977064,-3.422977064,-3.422977064,-3.422977064,-3.422977064,-3.422977064,-3.422977064
1297,-95.47238116,-0.0156,-3.586906386,-3.586906386,-3.586906386,-3.586906386,-3.586906386,-3.586906386,-3.586906386,-3.586906386,-3.586906386,-3.586906386
1298,-93.27809887,-0.860354733,-3.952267145,-3.952267145,-3.952267145,-3.952267145,-3.952267145,-3.952267145,-3.952267145,-3.952267145,-3.952267145,-3.952267145
1299,-88.82058005,-0.0156,-4.090385894,-4.090385894,-4.090385894,-4.090385894,-4.090385894,-4.090385894,-4.090385894,-4.090385894,-4.090385894,-4.090385894
1300,-113.2169802,-0.860355697,-4.252340539,-4.252340539,-4.252340539,-4.252340539,-4.252340539,-4.252340539,-4.252340539,-4.252340539,-4.252340539,-4.252340539
1301,-182.4527276,-0.0156,-4.426178618,-4.426178618,-4.426178618,-4.426178618,-4.426178618,-4.426178618,-4.426178618,-4.426178618,-4.426178618,-4.426178618
1302,-301.5327792,-61.33028757,-4.727245182,-4.727245182,-4.727245182,-4.727245182,-4.727245182,-4.727245182,-4.727245182,-4.727245182,-4.727245182,-4.727245182
1303,-470.3560871,-56.02100622,-4.64426118,-4.64426118,-4.64426118,-4.64426118,-4.64426118,-4.64426118,-4.64426118,-4.64426118,-4.64426118,-4.64426118
1304,-401.9046751,-23.91448195,-4.337194086,-4.337194086,-4.337194086,-4.337194086,-4.337194086,-4.337194086,-4.337194086,-4.337194086,-4.337194086,-4.337194086
1305,-319.8745273,-15.41739235,-3.704378335,-3.704378335,-3.704378335,-3.704378335,-3.704378335,-3.704378335,-3.704378335,-3.704378335,-3.704378335,-3.704378335
1306,-273.7764913,-10.14621367,-3.861040896,-3.861040896,-3.861040896,-3.861040896,-3.861040896,-3.861040896,-3.861040896,-3.861040896,-3.861040896,-3.861040896
1307,-227.1290178,-9.01427075,-2.535326171,-2.535326171,-2.535326171,-2.535326171,-2.535326171,-2.535326171,-2.535326171,-2.535326171,-2.535326171,-2.535326171
1308,-218.8423338,-12.03251979,-1.916725859,-1.916725859,-1.916725859,-1.916725859,-1.916725859,-1.916725859,-1.916725859,-1.916725859,-1.916725859,-1.916725859
1309,-222.4391373,-9.436831594,-1.52795426,-1.52795426,-1.52795426,-1.52795426,-1.52795426,-1.52795426,-1.52795426,-1.52795426,-1.52795426,-1.52795426
1310,-217.6385017,-4.854070852,-1.352892298,-1.352892298,-1.352892298,-1.352892298,-1.352892298,-1.352892298,-1.352892298,-1.352892298,-1.352892298,-1.352892298
1311,-218.194938,-4.333795493,-1.476587213,-1.476587213,-1.476587213,-1.476587213,-1.476587213,-1.476587213,-1.476587213,-1.476587213,-1.476587213,-1.476587213
1312,-191.475954,-4.382032327,-1.756052322,-1.756052322,-1.756052322,-1.756052322,-1.756052322,-1.756052322,-1.756052322,-1.756052322,-1.756052322,-1.756052322
1313,-238.5511709,-7.139772319,-3.049697659,-3.049697659,-3.049697659,-3.049697659,-3.049697659,-3.049697659,-3.049697659,-3.049697659,-3.049697659,-3.049697659
1314,-369.3751459,-17.01867584,-2.578458665,-2.578458665,-2.578458665,-2.578458665,-2.578458665,-2.578458665,-2.578458665,-2.578458665,-2.578458665,-2.578458665
1315,-306.2505728,-24.92721023,-2.595570334,-2.595570334,-2.595570334,-2.595570334,-2.595570334,-2.595570334,-2.595570334,-2.595570334,-2.595570334,-2.595570334
1316,-303.820159,-34.12585538,-2.744063453,-2.744063453,-2.744063453,-2.744063453,-2.744063453,-2.744063453,-2.744063453,-2.744063453,-2.744063453,-2.744063453
1317,-399.8976643,-37.88920625,-2.995059701,-2.995059701,-2.995059701,-2.995059701,-2.995059701,-2.995059701,-2.995059701,-2.995059701,-2.995059701,-2.995059701
1318,-339.6170635,-0.0156,-3.492513788,-3.492513788,-3.492513788,-3.492513788,-3.492513788,-3.492513788,-3.492513788,-3.492513788,-3.492513788,-3.492513788
1319,-254.8329322,-0.860353457,-3.901305065,-3.901305065,-3.901305065,-3.901305065,-3.901305065,-3.901305065,-3.901305065,-3.901305065,-3.901305065,-3.901305065
1320,-126.4496544,-0.0156,-4.290241532,-4.290241532,-4.290241532,-4.290241532,-4.290241532,-4.290241532,-4.290241532,-4.290241532,-4.290241532,-4.290241532
1321,-95.93060848,-0.860355195,-4.627045348,-4.627045348,-4.627045348,-4.627045348,-4.627045348,-4.627045348,-4.627045348,-4.627045348,-4.627045348,-4.627045348
1322,-97.20606308,-0.0156,-4.884256362,-4.884256362,-4.884256362,-4.884256362,-4.884256362,-4.884256362,-4.884256362,-4.884256362,-4.884256362,-4.884256362
1323,-90.84391496,-0.860355563,-5.318920801,-5.318920801,-5.318920801,-5.318920801,-5.318920801,-5.318920801,-5.318920801,-5.318920801,-5.318920801,-5.318920801
1324,-115.6317493,-0.0156,-5.583516659,-5.583516659,-5.583516659,-5.583516659,-5.583516659,-5.583516659,-5.583516659,-5.583516659,-5.583516659,-5.583516659
1325,-138.0006822,-0.860456677,-5.905707429,-5.905707429,-5.905707429,-5.905707429,-5.905707429,-5.905707429,-5.905707429,-5.905707429,-5.905707429,-5.905707429
1326,-189.556817,-80.41092447,-6.582191103,-6.582191103,-6.582191103,-6.582191103,-6.582191103,-6.582191103,-6.582191103,-6.582191103,-6.582191103,-6.582191103
1327,-392.9285979,-78.29471818,-6.015645723,-6.015645723,-6.015645723,-6.015645723,-6.015645723,-6.015645723,-6.015645723,-6.015645723,-6.015645723,-6.015645723
1328,-523.6699408,-48.16644875,-5.296536816,-5.296536816,-5.296536816,-5.296536816,-5.296536816,-5.296536816,-5.296536816,-5.296536816,-5.296536816,-5.296536816
1329,-398.3240778,-31.26173182,-4.409030773,-4.409030773,-4.409030773,-4.409030773,-4.409030773,-4.409030773,-4.409030773,-4.409030773,-4.409030773,-4.409030773
1330,-318.8832149,-23.82078704,-4.242055991,-4.242055991,-4.242055991,-4.242055991,-4.242055991,-4.242055991,-4.242055991,-4.242055991,-4.242055991,-4.242055991
1331,-241.3134079,-21.99380279,-2.695010179,-2.695010179,-2.695010179,-2.695010179,-2.695010179,-2.695010179,-2.695010179,-2.695010179,-2.695010179,-2.695010179
1332,-183.9589663,-18.35319275,-1.892272104,-1.892272104,-1.892272104,-1.892272104,-1.892272104,-1.892272104,-1.892272104,-1.892272104,-1.892272104,-1.892272104
1333,-179.3930024,-16.05062433,-1.65581434,-1.65581434,-1.65581434,-1.65581434,-1.65581434,-1.65581434,-1.65581434,-1.65581434,-1.65581434,-1.65581434
1334,-173.2799135,-17.29327832,-1.278804821,-1.278804821,-1.278804821,-1.278804821,-1.278804821,-1.278804821,-1.278804821,-1.278804821,-1.278804821,-1.278804821
1335,-181.9817079,-16.08092485,-1.322266444,-1.322266444,-1.322266444,-1.322266444,-1.322266444,-1.322266444,-1.322266444,-1.322266444,-1.322266444,-1.322266444
1336,-148.3863549,-19.46828597,-1.385924847,-1.385924847,-1.385924847,-1.385924847,-1.385924847,-1.385924847,-1.385924847,-1.385924847,-1.385924847,-1.385924847
1337,-176.4928889,-31.77255943,-2.233624012,-2.233624012,-2.233624012,-2.233624012,-2.233624012,-2.233624012,-2.233624012,-2.233624012,-2.233624012,-2.233624012
1338,-210.0234654,-0.860476094,-1.803499537,-1.803499537,-1.803499537,-1.803499537,-1.803499537,-1.803499537,-1.803499537,-1.803499537,-1.803499537,-1.803499537
1339,-313.8248501,-0.860429682,-1.958644556,-1.958644556,-1.958644556,-1.958644556,-1.958644556,-1.958644556,-1.958644556,-1.958644556,-1.958644556,-1.958644556
1340,-336.2441304,-0.0156,-2.188925653,-2.188925653,-2.188925653,-2.188925653,-2.188925653,-2.188925653,-2.188925653,-2.188925653,-2.188925653,-2.188925653
1341,-310.0526903,-0.860503048,-2.595445346,-2.595445346,-2.595445346,-2.595445346,-2.595445346,-2.595445346,-2.595445346,-2.595445346,-2.595445346,-2.595445346
1342,-404.5412807,-0.0156,-2.953108112,-2.953108112,-2.953108112,-2.953108112,-2.953108112,-2.953108112,-2.953108112,-2.953108112,-2.953108112,-2.953108112
1343,-291.4013769,-0.860350936,-3.292794052,-3.292794052,-3.292794052,-3.292794052,-3.292794052,-3.292794052,-3.292794052,-3.292794052,-3.292794052,-3.292794052
1344,-124.889316,-0.0156,-3.528206697,-3.528206697,-3.528206697,-3.528206697,-3.528206697,-3.528206697,-3.528206697,-3.528206697,-3.528206697,-3.528206697
1345,-98.64875997,-0.860317692,-3.768084629,-3.768084629,-3.768084629,-3.768084629,-3.768084629,-3.768084629,-3.768084629,-3.768084629,-3.768084629,-3.768084629
1346,-90.82658059,-0.0156,-3.903764625,-3.903764625,-3.903764625,-3.903764625,-3.903764625,-3.903764625,-3.903764625,-3.903764625,-3.903764625,-3.903764625
1347,-92.94882809,-0.0156,-4.106516322,-4.106516322,-4.106516322,-4.106516322,-4.106516322,-4.106516322,-4.106516322,-4.106516322,-4.106516322,-4.106516322
1348,-112.6918404,-0.860317257,-4.26689369,-4.26689369,-4.26689369,-4.26689369,-4.26689369,-4.26689369,-4.26689369,-4.26689369,-4.26689369,-4.26689369
1349,-134.9056464,-0.0156,-4.489901007,-4.489901007,-4.489901007,-4.489901007,-4.489901007,-4.489901007,-4.489901007,-4.489901007,-4.489901007,-4.489901007
1350,-186.6718071,-0.860364556,-4.750672766,-4.750672766,-4.750672766,-4.750672766,-4.750672766,-4.750672766,-4.750672766,-4.750672766,-4.750672766,-4.750672766
1351,-371.6280915,-0.0156,-4.67214971,-4.67214971,-4.67214971,-4.67214971,-4.67214971,-4.67214971,-4.67214971,-4.67214971,-4.67214971,-4.67214971
1352,-504.040364,-0.860348679,-4.143436066,-4.143436066,-4.143436066,-4.143436066,-4.143436066,-4.143436066,-4.143436066,-4.143436066,-4.143436066,-4.143436066
1353,-368.9468666,-0.0156,-3.403291442,-3.403291442,-3.403291442,-3.403291442,-3.403291442,-3.403291442,-3.403291442,-3.403291442,-3.403291442,-3.403291442
1354,-278.1720024,-0.860346661,-3.325767876,-3.325767876,-3.325767876,-3.325767876,-3.325767876,-3.325767876,-3.325767876,-3.325767876,-3.325767876,-3.325767876
1355,-228.6789413,-0.0156,-2.12865115,-2.12865115,-2.12865115,-2.12865115,-2.12865115,-2.12865115,-2.12865115,-2.12865115,-2.12865115,-2.12865115
1356,-179.2290156,-0.860397164,-1.469368461,-1.469368461,-1.469368461,-1.469368461,-1.469368461,-1.469368461,-1.469368461,-1.469368461,-1.469368461,-1.469368461
1357,-177.1794865,-0.0156,-1.097076235,-1.097076235,-1.097076235,-1.097076235,-1.097076235,-1.097076235,-1.097076235,-1.097076235,-1.097076235,-1.097076235
1358,-176.7940077,-0.860432568,-0.902310804,-0.902310804,-0.902310804,-0.902310804,-0.902310804,-0.902310804,-0.902310804,-0.902310804,-0.902310804,-0.902310804
1359,-179.619849,-0.0156,-1.018344381,-1.018344381,-1.018344381,-1.018344381,-1.018344381,-1.018344381,-1.018344381,-1.018344381,-1.018344381,-1.018344381
1360,-165.4589929,-0.8603473,-1.31382417,-1.31382417,-1.31382417,-1.31382417,-1.31382417,-1.31382417,-1.31382417,-1.31382417,-1.31382417,-1.31382417
1361,-199.8201593,-0.0156,-2.239723507,-2.239723507,-2.239723507,-2.239723507,-2.239723507,-2.239723507,-2.239723507,-2.239723507,-2.239723507,-2.239723507
1362,-247.2959194,-0.0156,-1.895295236,-1.895295236,-1.895295236,-1.895295236,-1.895295236,-1.895295236,-1.895295236,-1.895295236,-1.895295236,-1.895295236
1363,-325.7181959,-0.860317524,-1.953985101,-1.953985101,-1.953985101,-1.953985101,-1.953985101,-1.953985101,-1.953985101,-1.953985101,-1.953985101,-1.953985101
1364,-307.1763432,-0.0156,-2.188660699,-2.188660699,-2.188660699,-2.188660699,-2.188660699,-2.188660699,-2.188660699,-2.188660699,-2.188660699,-2.188660699
1365,-302.3194765,-0.860434984,-2.524775448,-2.524775448,-2.524775448,-2.524775448,-2.524775448,-2.524775448,-2.524775448,-2.524775448,-2.524775448,-2.524775448
