Load,ahp,boiler,chp,ar,hrar,ec,TES-H,TES-C
0.098,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.099,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.1,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.101,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.102,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.103,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.104,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.105,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.106,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.107,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.108,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.109,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.11,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.111,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.112,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.113,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.114,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.115,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.116,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.117,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.118,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.119,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.12,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.121,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.122,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.123,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.124,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.125,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.126,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.127,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.128,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.129,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.13,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.131,,182.42425,265.6961834,291.0141063,212.1771662,,,
