,commercial,domestic
2360,-253.8623784,-7.48484121
2361,-250.1694733,-7.60125368
2362,-245.8110845,-7.76967629
2363,-245.8564704,-7.57659293
2364,-218.5805763,-7.30996891
2365,-210.2800206,-7.18249856
2366,-218.6366267,-7.42174658
2367,-239.9324237,-8.52130673
2368,-206.9305385,-10.44350085
2369,-268.5177092,-11.19898758
2370,-267.3614721,-12.27772674
2371,-287.8437188,-14.25333851
2372,-263.8697028,-14.41517093
2373,-214.785938,-11.59762967
2374,-153.8194863,-8.77791943
2375,-120.5727272,-5.99142671
2376,-107.1835403,-4.90720247
2377,-99.28140506,-4.42445888
2378,-100.0541014,-4.30666262
2379,-100.8267978,-4.29090531
2380,-123.7589546,-4.79099755
2381,-209.9885739,-6.26135611
2382,-286.8183263,-8.22448083
2383,-322.6944742,-7.81474916
2384,-338.62352,-7.03453063
2385,-329.2830229,-7.09209139
2386,-331.2620029,-7.2447887
2387,-330.8246002,-7.09848787
2388,-315.0388197,-6.87408858
2389,-303.2204217,-6.79124284
2390,-311.4873493,-7.05115685
2391,-335.8374799,-8.16212754
2392,-299.3426444,-10.08998155
2393,-315.2609217,-10.85588442
2394,-315.4600473,-11.9352792
2395,-324.6758245,-13.90478481
2396,-303.7721086,-14.05910235
2397,-222.3364222,-11.31469755
2398,-154.9677624,-8.62257098
2399,-114.5349659,-5.92568988
2400,-107.1835403,-4.90720247
2401,-101.5994942,-4.42445888
2402,-99.28140506,-4.30666262
2403,-101.5994942,-4.29090531
2404,-124.531651,-4.79099755
2405,-209.6794953,-6.26135611
2406,-286.7290436,-8.22448083
2407,-322.8095995,-7.81474916
2408,-338.6362326,-7.03453063
2409,-329.3071152,-7.09209139
2410,-331.365659,-7.2447887
2411,-331.0190745,-7.09848787
2412,-315.2868657,-6.87408858
2413,-303.4534916,-6.79124284
2414,-311.7115851,-7.05115685
2415,-336.0216003,-8.16212754
2416,-299.4045958,-10.08998155
2417,-315.3158041,-10.85588442
2418,-315.5377214,-11.9352792
2419,-324.7395593,-13.90478481
2420,-303.8268408,-14.05910235
2421,-222.3776629,-11.31469755
2422,-155.0064326,-8.62257098
2423,-116.853055,-5.92568988
2424,-107.1835403,-4.90720247
2425,-100.0541014,-4.42445888
2426,-100.8267978,-4.30666262
2427,-101.5994942,-4.29090531
2428,-122.2135619,-4.79099755
2429,-210.7680894,-6.26135611
2430,-286.750029,-8.22448083
2431,-322.8046144,-7.81474916
2432,-338.6575297,-7.03453063
2433,-329.2940066,-7.09209139
2434,-331.3382534,-7.2447887
2435,-330.903101,-7.09848787
2436,-315.0210856,-6.87408858
2437,-303.1054046,-6.79124284
2438,-311.4686525,-7.05115685
2439,-335.8102708,-8.16212754
2440,-299.2948722,-10.08998155
2441,-315.2416252,-10.85588442
2442,-315.4605101,-11.9352792
2443,-324.690681,-13.90478481
2444,-303.7999939,-14.05910235
2445,-222.3723564,-11.31469755
2446,-155.0153935,-8.62257098
2447,-116.4667068,-5.92568988
2448,-107.1835403,-4.90720247
2449,-101.5994942,-4.42445888
2450,-101.5994942,-4.30666262
2451,-100.8267978,-4.29090531
2452,-124.1453028,-4.79099755
2453,-210.0036836,-6.26135611
2454,-286.8729835,-8.22448083
2455,-322.8116134,-7.81474916
2456,-338.6464508,-7.03453063
2457,-329.283315,-7.09209139
2458,-331.3234515,-7.2447887
2459,-330.8771096,-7.09848787
2460,-314.9998416,-6.87408858
2461,-303.080292,-6.79124284
2462,-311.4380193,-7.05115685
2463,-335.7205938,-8.16212754
2464,-299.1682144,-10.08998155
2465,-315.1387624,-10.85588442
2466,-315.2726589,-11.9352792
2467,-324.5032327,-13.90478481
2468,-303.6078713,-14.05910235
2469,-222.1976364,-11.31469755
2470,-154.8599673,-8.62257098
2471,-114.5349659,-5.92568988
2472,-107.1835403,-4.90720247
2473,-99.28140506,-4.42445888
2474,-101.5994942,-4.30666262
2475,-100.8267978,-4.29090531
2476,-122.9862583,-4.79099755
2477,-210.7612703,-6.26135611
2478,-286.7451059,-8.22448083
2479,-322.7604039,-7.81474916
2480,-338.6127374,-7.03453063
2481,-329.2671229,-7.09209139
2482,-331.2778828,-7.2447887
2483,-330.8321323,-7.09848787
2484,-314.9537351,-6.87408858
2485,-303.0392088,-6.79124284
2486,-311.4014056,-7.05115685
2487,-335.6783857,-8.16212754
2488,-299.1147616,-10.08998155
2489,-315.1129971,-10.85588442
2490,-315.2632236,-11.9352792
2491,-324.4927357,-13.90478481
2492,-303.5640325,-14.05910235
2493,-222.1328342,-11.31469755
2494,-154.8001884,-8.62257098
2495,-114.5349659,-5.92568988
2496,-111.3769724,-4.94667271
2497,-93.92057303,-4.45057126
2498,-93.92057303,-4.32031667
2499,-96.23866218,-4.31761687
2500,-99.69144941,-4.83196448
2501,-178.6292034,-6.36761124
2502,-224.6537276,-8.43609445
2503,-300.0047964,-8.13912217
2504,-307.9065814,-7.48484121
2505,-294.0366128,-7.60125368
2506,-287.3525384,-7.76967629
2507,-286.1248895,-7.57659293
2508,-265.476209,-7.30996891
2509,-228.7668194,-7.18249856
2510,-235.8412008,-7.42174658
2511,-257.4791036,-8.52130673
2512,-216.7920127,-10.44350085
2513,-277.8119259,-11.19898758
2514,-267.3876093,-12.27772674
2515,-278.6541896,-14.25333851
2516,-273.017414,-14.41517093
2517,-223.9390583,-11.59762967
2518,-153.7870814,-8.77791943
2519,-111.3769724,-5.99142671
2520,-120.5727272,-4.94667271
2521,-103.1163279,-4.45057126
2522,-103.1163279,-4.32031667
2523,-103.1163279,-4.31761687
2524,-108.1145079,-4.83196448
2525,-167.1418516,-6.36761124
2526,-217.6117578,-8.43609445
2527,-257.3964691,-8.13912217
2528,-253.8542545,-7.48484121
2529,-250.1621082,-7.60125368
2530,-245.798263,-7.76967629
2531,-245.8499908,-7.57659293
2532,-218.5717079,-7.30996891
2533,-210.2683884,-7.18249856
2534,-218.6251798,-7.42174658
2535,-239.9229487,-8.52130673
2536,-206.9029678,-10.44350085
2537,-268.4881192,-11.19898758
2538,-267.3435189,-12.27772674
2539,-287.8430357,-14.25333851
2540,-263.8227157,-14.41517093
2541,-214.7527116,-11.59762967
2542,-153.8041638,-8.77791943
2543,-120.5727272,-5.99142671
2544,-107.1835403,-4.90720247
2545,-99.28140506,-4.42445888
2546,-99.28140506,-4.30666262
2547,-101.5994942,-4.29090531
2548,-122.2135619,-4.79099755
2549,-210.606731,-6.26135611
2550,-286.7229281,-8.22448083
2551,-322.710855,-7.81474916
2552,-338.6263332,-7.03453063
2553,-329.2885742,-7.09209139
2554,-331.285133,-7.2447887
2555,-330.8338163,-7.09848787
2556,-314.9975938,-6.87408858
2557,-303.1058369,-6.79124284
2558,-311.4356158,-7.05115685
2559,-335.8363622,-8.16212754
2560,-299.3787616,-10.08998155
2561,-315.2817061,-10.85588442
2562,-315.4611173,-11.9352792
2563,-324.6755798,-13.90478481
2564,-303.7676101,-14.05910235
2565,-222.3283878,-11.31469755
2566,-154.9618444,-8.62257098
2567,-114.5349659,-5.92568988
2568,-107.1835403,-4.90720247
2569,-101.5994942,-4.42445888
2570,-99.28140506,-4.30666262
2571,-101.5994942,-4.29090531
2572,-123.7589546,-4.79099755
2573,-209.9885739,-6.26135611
2574,-286.8340354,-8.22448083
2575,-322.8219089,-7.81474916
2576,-338.6812865,-7.03453063
2577,-329.3431424,-7.09209139
2578,-331.3819182,-7.2447887
2579,-331.0034944,-7.09848787
2580,-315.3072477,-6.87408858
2581,-303.4186713,-6.79124284
2582,-311.6417254,-7.05115685
2583,-336.0389121,-8.16212754
2584,-299.5814918,-10.08998155
2585,-315.3762912,-10.85588442
2586,-315.5452857,-11.9352792
2587,-324.7363662,-13.90478481
2588,-303.8103378,-14.05910235
2589,-222.3571611,-11.31469755
2590,-154.9793805,-8.62257098
2591,-114.5349659,-5.92568988
2592,-107.1835403,-4.90720247
2593,-101.5994942,-4.42445888
2594,-100.0541014,-4.30666262
2595,-100.8267978,-4.29090531
2596,-124.531651,-4.79099755
2597,-210.1431131,-6.26135611
2598,-286.7386861,-8.22448083
2599,-322.7797219,-7.81474916
2600,-338.6541758,-7.03453063
2601,-329.2990505,-7.09209139
2602,-331.3676419,-7.2447887
2603,-331.0070218,-7.09848787
2604,-315.3405367,-6.87408858
2605,-303.4084642,-6.79124284
2606,-311.6273681,-7.05115685
2607,-335.9432262,-8.16212754
2608,-299.3862721,-10.08998155
2609,-315.3221243,-10.85588442
2610,-315.5336146,-11.9352792
2611,-324.7318128,-13.90478481
2612,-303.813185,-14.05910235
2613,-222.3734759,-11.31469755
2614,-155.0080082,-8.62257098
2615,-116.0803586,-5.92568988
2616,-107.9562367,-4.90720247
2617,-100.8267978,-4.42445888
2618,-100.0541014,-4.30666262
2619,-101.5994942,-4.29090531
2620,-124.531651,-4.79099755
2621,-209.6883894,-6.26135611
2622,-286.7733853,-8.22448083
2623,-322.9252732,-7.81474916
2624,-338.8383157,-7.03453063
2625,-329.4774647,-7.09209139
2626,-331.4558154,-7.2447887
2627,-331.2557995,-7.09848787
2628,-315.5486428,-6.87408858
2629,-303.6234816,-6.79124284
2630,-311.9179398,-7.05115685
2631,-336.6310141,-8.16212754
2632,-300.0579309,-10.08998155
2633,-315.6546991,-10.85588442
2634,-315.6751359,-11.9352792
2635,-324.8707364,-13.90478481
2636,-303.950364,-14.05910235
2637,-222.4666492,-11.31469755
2638,-155.0848689,-8.62257098
2639,-116.4667068,-5.92568988
2640,-107.1835403,-4.90720247
2641,-101.5994942,-4.42445888
2642,-100.8267978,-4.30666262
2643,-100.0541014,-4.29090531
2644,-124.1453028,-4.79099755
2645,-210.4865982,-6.26135611
2646,-286.7539149,-8.22448083
2647,-322.8863212,-7.81474916
2648,-338.6891284,-7.03453063
2649,-329.3334996,-7.09209139
2650,-331.3889871,-7.2447887
2651,-330.9580324,-7.09848787
2652,-315.0541688,-6.87408858
2653,-303.1318564,-6.79124284
2654,-311.5014566,-7.05115685
2655,-335.8636102,-8.16212754
2656,-299.2988148,-10.08998155
2657,-315.207432,-10.85588442
2658,-315.3892072,-11.9352792
2659,-324.6128035,-13.90478481
2660,-303.7174204,-14.05910235
2661,-222.2854365,-11.31469755
2662,-154.9325873,-8.62257098
2663,-114.5349659,-5.92568988
2664,-111.3769724,-4.94667271
2665,-96.23866218,-4.45057126
2666,-94.69326941,-4.32031667
2667,-95.4659658,-4.31761687
2668,-101.2368422,-4.83196448
2669,-177.7019678,-6.36761124
2670,-224.6886355,-8.43609445
2671,-300.0154151,-8.13912217
2672,-307.9251227,-7.48484121
2673,-294.0525273,-7.60125368
2674,-287.3684234,-7.76967629
2675,-286.1490467,-7.57659293
2676,-265.4902307,-7.30996891
2677,-228.7824243,-7.18249856
2678,-235.8530259,-7.42174658
2679,-257.4950179,-8.52130673
2680,-216.7988125,-10.44350085
2681,-277.838313,-11.19898758
2682,-267.3959803,-12.27772674
2683,-278.6624515,-14.25333851
2684,-273.029637,-14.41517093
2685,-223.9391383,-11.59762967
2686,-153.7868271,-8.77791943
2687,-111.3769724,-5.99142671
2688,-120.5727272,-4.94667271
2689,-103.1163279,-4.45057126
2690,-103.1163279,-4.32031667
2691,-103.1163279,-4.31761687
2692,-108.1145079,-4.83196448
2693,-167.1418516,-6.36761124
2694,-217.6586635,-8.43609445
2695,-257.4356052,-8.13912217
2696,-253.8627963,-7.48484121
2697,-250.2519595,-7.60125368
2698,-245.844221,-7.76967629
2699,-245.8503818,-7.57659293
2700,-218.5829336,-7.30996891
2701,-210.2801653,-7.18249856
2702,-218.6342424,-7.42174658
2703,-239.9316365,-8.52130673
2704,-206.8804952,-10.44350085
2705,-268.4582707,-11.19898758
2706,-267.3400586,-12.27772674
2707,-287.8430357,-14.25333851
2708,-263.7817489,-14.41517093
2709,-214.7154743,-11.59762967
2710,-153.78548,-8.77791943
2711,-120.5727272,-5.99142671
2712,-107.1835403,-4.90720247
2713,-99.28140506,-4.42445888
2714,-99.28140506,-4.30666262
2715,-99.28140506,-4.29090531
2716,-122.2135619,-4.79099755
2717,-210.1431131,-6.26135611
2718,-286.6968632,-8.22448083
2719,-322.6620913,-7.81474916
2720,-338.6265149,-7.03453063
2721,-329.2862323,-7.09209139
2722,-331.2679875,-7.2447887
2723,-330.7914215,-7.09848787
2724,-314.9485962,-6.87408858
2725,-303.0503976,-6.79124284
2726,-311.4186299,-7.05115685
2727,-335.7348942,-8.16212754
2728,-299.1814903,-10.08998155
2729,-315.2087888,-10.85588442
2730,-315.3681029,-11.9352792
2731,-324.5765726,-13.90478481
2732,-303.6873523,-14.05910235
2733,-222.2629285,-11.31469755
2734,-154.907736,-8.62257098
2735,-114.5349659,-5.92568988
2736,-107.1835403,-4.90720247
2737,-100.0541014,-4.42445888
2738,-100.8267978,-4.30666262
2739,-100.8267978,-4.29090531
2740,-122.9862583,-4.79099755
2741,-210.606731,-6.26135611
2742,-286.7339719,-8.22448083
2743,-322.7411097,-7.81474916
2744,-338.6235991,-7.03453063
2745,-329.2810424,-7.09209139
2746,-331.283179,-7.2447887
2747,-330.8497536,-7.09848787
2748,-314.9687622,-6.87408858
2749,-303.0570318,-6.79124284
2750,-311.4274336,-7.05115685
2751,-335.7284782,-8.16212754
2752,-299.1920455,-10.08998155
2753,-315.17868,-10.85588442
2754,-315.3190553,-11.9352792
2755,-324.5296993,-13.90478481
2756,-303.6314261,-14.05910235
2757,-222.2094456,-11.31469755
2758,-154.8572781,-8.62257098
2759,-114.5349659,-5.92568988
2760,-107.1835403,-4.90720247
2761,-99.28140506,-4.42445888
2762,-99.28140506,-4.30666262
2763,-101.5994942,-4.29090531
2764,-122.2135619,-4.79099755
2765,-210.606731,-6.26135611
2766,-286.7376002,-8.22448083
2767,-322.80896,-7.81474916
2768,-338.6787805,-7.03453063
2769,-329.3343696,-7.09209139
2770,-331.3523734,-7.2447887
2771,-330.9363182,-7.09848787
2772,-315.0819388,-6.87408858
2773,-303.1451789,-6.79124284
2774,-311.4945549,-7.05115685
2775,-335.920097,-8.16212754
2776,-299.3540487,-10.08998155
2777,-315.3006095,-10.85588442
2778,-315.5153625,-11.9352792
2779,-324.7218697,-13.90478481
2780,-303.8114819,-14.05910235
2781,-222.3665386,-11.31469755
2782,-155.0018786,-8.62257098
2783,-116.853055,-5.92568988
2784,-107.1835403,-4.90720247
2785,-101.5994942,-4.42445888
2786,-100.0541014,-4.30666262
2787,-100.8267978,-4.29090531
2788,-124.1453028,-4.79099755
2789,-210.606731,-6.26135611
2790,-286.7469995,-8.22448083
2791,-322.7805348,-7.81474916
2792,-338.6346535,-7.03453063
2793,-329.2797564,-7.09209139
2794,-331.3006955,-7.2447887
2795,-330.8516188,-7.09848787
2796,-314.9768815,-6.87408858
2797,-303.0563692,-6.79124284
2798,-311.4208932,-7.05115685
2799,-335.6960322,-8.16212754
2800,-299.1203759,-10.08998155
2801,-315.1194758,-10.85588442
2802,-315.2651196,-11.9352792
2803,-324.4927357,-13.90478481
2804,-303.5676516,-14.05910235
2805,-222.1481433,-11.31469755
2806,-154.8100207,-8.62257098
2807,-114.5349659,-5.92568988
2808,-107.1835403,-4.90720247
2809,-99.28140506,-4.42445888
2810,-99.28140506,-4.30666262
2811,-99.28140506,-4.29090531
2812,-124.531651,-4.79099755
2813,-209.8340346,-6.26135611
2814,-286.7352942,-8.22448083
2815,-322.7517777,-7.81474916
2816,-338.6260986,-7.03453063
2817,-329.2816474,-7.09209139
2818,-331.2846215,-7.2447887
2819,-330.839643,-7.09848787
2820,-314.9695361,-6.87408858
2821,-303.0659563,-6.79124284
2822,-311.4334805,-7.05115685
2823,-335.7366832,-8.16212754
2824,-299.2131819,-10.08998155
2825,-315.1716743,-10.85588442
2826,-315.3213901,-11.9352792
2827,-324.5370623,-13.90478481
2828,-303.6366178,-14.05910235
2829,-222.2113897,-11.31469755
2830,-154.8595619,-8.62257098
2831,-114.5349659,-5.92568988
2832,-111.3769724,-4.94667271
2833,-93.92057303,-4.45057126
2834,-93.92057303,-4.32031667
2835,-96.23866218,-4.31761687
2836,-98.91875303,-4.83196448
2837,-178.3201249,-6.36761124
2838,-224.6282119,-8.43609445
2839,-300.0279804,-8.13912217
2840,-307.9167525,-7.48484121
2841,-294.0576466,-7.60125368
2842,-287.3797677,-7.76967629
2843,-286.17032,-7.57659293
2844,-265.4952875,-7.30996891
2845,-228.7857082,-7.18249856
2846,-235.8578542,-7.42174658
2847,-257.5145946,-8.52130673
2848,-216.8080274,-10.44350085
2849,-277.8515142,-11.19898758
2850,-267.4110931,-12.27772674
2851,-278.6773245,-14.25333851
2852,-273.0381598,-14.41517093
2853,-223.9542538,-11.59762967
2854,-153.7981319,-8.77791943
2855,-111.3769724,-5.99142671
2856,-120.5727272,-4.94667271
2857,-103.1163279,-4.45057126
2858,-103.1163279,-4.32031667
2859,-105.434417,-4.31761687
2860,-108.1145079,-4.83196448
2861,-166.9873123,-6.36761124
2862,-217.6328069,-8.43609445
2863,-257.4252036,-8.13912217
2864,-253.8564307,-7.48484121
2865,-250.2977341,-7.60125368
2866,-245.9091765,-7.76967629
2867,-245.9644227,-7.57659293
2868,-218.598048,-7.30996891
2869,-210.295677,-7.18249856
2870,-218.651418,-7.42174658
2871,-240.0374061,-8.52130673
2872,-207.0218412,-10.44350085
2873,-268.599441,-11.19898758
2874,-267.453997,-12.27772674
2875,-287.9212198,-14.25333851
2876,-263.9987424,-14.41517093
2877,-214.8992331,-11.59762967
2878,-153.9168723,-8.77791943
2879,-122.11812,-5.99142671
2880,-107.9562367,-4.89114993
2881,-99.28140506,-4.41573267
2882,-101.5994942,-4.2978454
2883,-101.5994942,-4.28203147
2884,-122.9862583,-4.77761708
2885,-210.7612703,-6.085352
2886,-286.7434663,-7.71049252
2887,-322.6886612,-7.3179817
2888,-338.623846,-6.86550666
2889,-329.2822394,-6.97947122
2890,-331.2655526,-7.13251344
2891,-330.8433086,-6.98646824
2892,-314.956698,-6.7617511
2893,-303.0554896,-6.67913163
2894,-311.4296726,-6.94001258
2895,-335.8129974,-8.0485693
2896,-299.2979097,-9.87851296
2897,-315.3058647,-10.40137785
2898,-315.5347916,-11.04818883
2899,-324.7519753,-12.73362558
2900,-303.8398735,-13.77816912
2901,-222.3867744,-11.29994531
2902,-155.0175946,-8.64733287
2903,-116.0803586,-5.93554247
2904,-107.9562367,-4.89114993
2905,-101.5994942,-4.41573267
2906,-100.0541014,-4.2978454
2907,-100.8267978,-4.28203147
2908,-124.1453028,-4.77761708
2909,-210.606731,-6.085352
2910,-286.7699923,-7.71049252
2911,-322.7889017,-7.3179817
2912,-338.6254136,-6.86550666
2913,-329.2742106,-6.97947122
2914,-331.3361201,-7.13251344
2915,-330.9206991,-6.98646824
2916,-315.0143591,-6.7617511
2917,-303.1020062,-6.67913163
2918,-311.4704709,-6.94001258
2919,-335.8346257,-8.0485693
2920,-299.2930723,-9.87851296
2921,-315.2498444,-10.40137785
2922,-315.4795882,-11.04818883
2923,-324.6882066,-12.73362558
2924,-303.7837231,-13.77816912
2925,-222.3532199,-11.29994531
2926,-154.997209,-8.64733287
2927,-116.0803586,-5.93554247
2928,-107.9562367,-4.89114993
2929,-100.8267978,-4.41573267
2930,-100.0541014,-4.2978454
2931,-101.5994942,-4.28203147
2932,-124.531651,-4.77761708
2933,-209.524956,-6.085352
2934,-286.751013,-7.71049252
2935,-322.7756737,-7.3179817
2936,-338.6237628,-6.86550666
2937,-329.2742024,-6.97947122
2938,-331.3041298,-7.13251344
2939,-330.8642944,-6.98646824
2940,-314.995719,-6.7617511
2941,-303.0809613,-6.67913163
2942,-311.45901,-6.94001258
2943,-335.829645,-8.0485693
2944,-299.488972,-9.87851296
2945,-315.2847946,-10.40137785
2946,-315.3758861,-11.04818883
2947,-324.5951866,-12.73362558
2948,-303.707081,-13.77816912
2949,-222.2818013,-11.29994531
2950,-154.9211342,-8.64733287
2951,-114.5349659,-5.93554247
2952,-107.1835403,-4.89114993
2953,-100.0541014,-4.41573267
2954,-100.8267978,-4.2978454
2955,-99.28140506,-4.28203147
2956,-124.1453028,-4.77761708
2957,-210.4521917,-6.085352
2958,-286.7392992,-7.71049252
2959,-322.8038794,-7.3179817
2960,-338.6364187,-6.86550666
2961,-329.2776452,-6.97947122
2962,-331.3179773,-7.13251344
2963,-330.8717207,-6.98646824
2964,-315.0068191,-6.7617511
2965,-303.1002401,-6.67913163
2966,-311.4704495,-6.94001258
2967,-335.800292,-8.0485693
2968,-299.2710768,-9.87851296
2969,-315.19247,-10.40137785
2970,-315.369666,-11.04818883
2971,-324.5823439,-12.73362558
2972,-303.6915517,-13.77816912
2973,-222.266669,-11.29994531
2974,-154.9091932,-8.64733287
2975,-114.5349659,-5.93554247
2976,-107.1835403,-4.89114993
2977,-100.0541014,-4.41573267
2978,-100.8267978,-4.2978454
2979,-101.5994942,-4.28203147
2980,-122.2135619,-4.77761708
2981,-210.7612703,-6.085352
2982,-286.7449798,-7.71049252
2983,-322.7819586,-7.3179817
2984,-338.6364111,-6.86550666
2985,-329.2802776,-6.97947122
2986,-331.3195458,-7.13251344
2987,-330.8832692,-6.98646824
2988,-315.0162242,-6.7617511
2989,-303.107812,-6.67913163
2990,-311.4821675,-6.94001258
2991,-335.8095296,-8.0485693
2992,-299.2791885,-9.87851296
2993,-315.2026584,-10.40137785
2994,-315.3889789,-11.04818883
2995,-324.5947255,-12.73362558
2996,-303.7004364,-13.77816912
2997,-222.271283,-11.29994531
2998,-154.9095956,-8.64733287
2999,-114.5349659,-5.93554247
3000,-111.3769724,-4.93062017
3001,-93.92057303,-4.44184506
3002,-96.23866218,-4.31149944
3003,-93.92057303,-4.30874303
3004,-101.2368422,-4.818584
3005,-177.7019678,-6.19160712
3006,-224.6726438,-7.92210614
3007,-300.0591374,-7.64235471
3008,-307.9227417,-7.31581725
3009,-294.0897561,-7.48863352
3010,-287.4235462,-7.65740103
3011,-286.2035726,-7.4645733
3012,-265.5083497,-7.19763143
3013,-228.7976642,-7.07038735
3014,-235.8737633,-7.31060231
3015,-257.5696869,-8.4077485
3016,-216.8816941,-10.23203226
3017,-279.2981236,-10.74448101
3018,-268.6025085,-11.39063638
3019,-278.77221,-13.08217928
3020,-273.1374028,-14.13423769
3021,-224.0224753,-11.58287743
3022,-153.8220742,-8.80268132
3023,-111.3769724,-6.0012793
3024,-120.5727272,-4.93062017
3025,-103.1163279,-4.44184506
3026,-103.1163279,-4.31149944
3027,-103.1163279,-4.30874303
3028,-108.8872043,-4.818584
3029,-167.2963908,-6.19160712
3030,-217.6722119,-7.92210614
3031,-257.4888191,-7.64235471
3032,-253.8882226,-7.31581725
3033,-250.3323094,-7.48863352
3034,-245.9320948,-7.65740103
3035,-245.972595,-7.4645733
3036,-218.6075351,-7.19763143
3037,-210.3051858,-7.07038735
3038,-218.6631209,-7.31060231
3039,-241.1844921,-8.4077485
3040,-209.1661977,-10.23203226
3041,-270.5995784,-10.74448101
3042,-267.5299902,-11.39063638
3043,-287.9894197,-13.08217928
3044,-264.0493326,-14.13423769
3045,-214.9358385,-11.58287743
3046,-153.9407396,-8.80268132
3047,-122.8908164,-6.0012793
3048,-107.1835403,-4.89114993
3049,-99.28140506,-4.41573267
3050,-101.5994942,-4.2978454
3051,-101.5994942,-4.28203147
3052,-122.9862583,-4.77761708
3053,-210.7612703,-6.085352
3054,-286.7297995,-7.71049252
3055,-322.6915264,-7.3179817
3056,-338.6312042,-6.86550666
3057,-329.2857411,-6.97947122
3058,-331.2596916,-7.13251344
3059,-330.8085401,-6.98646824
3060,-314.9358928,-6.7617511
3061,-303.026134,-6.67913163
3062,-311.3911412,-6.94001258
3063,-335.6695537,-8.0485693
3064,-299.1405827,-9.87851296
3065,-315.1666889,-10.40137785
3066,-315.3321883,-11.04818883
3067,-324.5504671,-12.73362558
3068,-303.6740784,-13.77816912
3069,-222.2616492,-11.29994531
3070,-154.9108833,-8.64733287
3071,-114.5349659,-5.93554247
3072,-107.1835403,-4.89114993
3073,-100.0541014,-4.41573267
3074,-100.8267978,-4.2978454
3075,-101.5994942,-4.28203147
3076,-122.9862583,-4.77761708
3077,-210.7612703,-6.085352
3078,-286.7259569,-7.71049252
3079,-322.7372809,-7.3179817
3080,-338.6158992,-6.86550666
3081,-329.2709137,-6.97947122
3082,-331.2566757,-7.13251344
3083,-330.8110836,-6.98646824
3084,-314.9333141,-6.7617511
3085,-303.0215604,-6.67913163
3086,-311.3794255,-6.94001258
3087,-335.6524323,-8.0485693
3088,-299.0857904,-9.87851296
3089,-315.0910596,-10.40137785
3090,-315.2603281,-11.04818883
3091,-324.4927357,-12.73362558
3092,-303.5327323,-13.77816912
3093,-222.0811366,-11.29994531
3094,-154.7729638,-8.64733287
3095,-114.5349659,-5.93554247
3096,-107.1835403,-4.89114993
3097,-99.28140506,-4.41573267
3098,-99.28140506,-4.2978454
3099,-99.28140506,-4.28203147
3100,-124.1453028,-4.77761708
3101,-210.1431131,-6.085352
3102,-286.7111547,-7.71049252
3103,-322.7133058,-7.3179817
3104,-338.6094209,-6.86550666
3105,-329.2650115,-6.97947122
3106,-331.2549582,-7.13251344
3107,-330.8228217,-6.98646824
3108,-314.9526745,-6.7617511
3109,-303.046826,-6.67913163
3110,-311.4162037,-6.94001258
3111,-335.7204442,-8.0485693
3112,-299.1828608,-9.87851296
3113,-315.1695109,-10.40137785
3114,-315.3262975,-11.04818883
3115,-324.5348143,-12.73362558
3116,-303.6285402,-13.77816912
3117,-222.2135798,-11.29994531
3118,-154.8662704,-8.64733287
3119,-114.5349659,-5.93554247
3120,-107.1835403,-4.89114993
3121,-99.28140506,-4.41573267
3122,-101.5994942,-4.2978454
3123,-99.28140506,-4.28203147
3124,-124.1453028,-4.77761708
3125,-210.4521917,-6.085352
3126,-286.7397004,-7.71049252
3127,-322.7495992,-7.3179817
3128,-338.617186,-6.86550666
3129,-329.2749599,-6.97947122
3130,-331.290344,-7.13251344
3131,-330.8576374,-6.98646824
3132,-314.990736,-6.7617511
3133,-303.0845197,-6.67913163
3134,-311.4540941,-6.94001258
3135,-335.7797389,-8.0485693
3136,-299.2478591,-9.87851296
3137,-315.2045795,-10.40137785
3138,-315.3808572,-11.04818883
3139,-324.5951573,-12.73362558
3140,-303.7045117,-13.77816912
3141,-222.2778862,-11.29994531
3142,-154.921162,-8.64733287
3143,-114.5349659,-5.93554247
3144,-107.1835403,-4.89114993
3145,-100.8267978,-4.41573267
3146,-100.0541014,-4.2978454
3147,-101.5994942,-4.28203147
3148,-122.2135619,-4.77761708
3149,-210.7612703,-6.085352
3150,-286.7539471,-7.71049252
3151,-322.8317718,-7.3179817
3152,-338.6431802,-6.86550666
3153,-329.2977252,-6.97947122
3154,-331.3765271,-7.13251344
3155,-330.9578271,-6.98646824
3156,-315.0408476,-6.7617511
3157,-303.1323404,-6.67913163
3158,-311.5074672,-6.94001258
3159,-336.0611288,-8.0485693
3160,-299.6284934,-9.87851296
3161,-315.5362346,-10.40137785
3162,-315.6666668,-11.04818883
3163,-324.8355216,-12.73362558
3164,-303.9006773,-13.77816912
3165,-222.436193,-11.29994531
3166,-155.0548885,-8.64733287
3167,-116.853055,-5.93554247
3168,-111.3769724,-4.93062017
3169,-96.23866218,-4.44184506
3170,-94.69326941,-4.31149944
3171,-95.4659658,-4.30874303
3172,-101.2368422,-4.818584
3173,-177.856507,-6.19160712
3174,-224.7533158,-7.92210614
3175,-300.1247442,-7.64235471
3176,-307.9246918,-7.31581725
3177,-294.1320611,-7.48863352
3178,-287.4656472,-7.65740103
3179,-286.2490128,-7.4645733
3180,-265.5204461,-7.19763143
3181,-228.7951044,-7.07038735
3182,-235.8690517,-7.31060231
3183,-257.5840243,-8.4077485
3184,-216.875881,-10.23203226
3185,-277.9939389,-10.74448101
3186,-267.5248122,-11.39063638
3187,-278.7766462,-13.08217928
