,commercial,domestic
208,-183.97341,-21.60295966
209,-260.0638045,-29.39302584
210,-395.026332,-23.70815875
211,-321.0006578,-22.16023495
212,-326.4822908,-22.53828753
213,-442.7445633,-24.4403292
214,-302.2235293,-25.37422479
215,-196.3007172,-27.11930868
216,-146.3098299,-29.8201771
217,-110.8141003,-31.23932895
218,-105.6725502,-32.53943453
219,-95.53843445,-33.59178905
220,-116.0095781,-34.60170224
221,-184.3930826,-36.15506017
222,-378.960548,-37.83048329
223,-473.2820526,-40.82559072
224,-376.5073362,-37.80060549
225,-310.2761778,-34.41386523
226,-252.8894129,-38.16120726
227,-204.7470467,-30.46889194
228,-195.860018,-27.22500952
229,-185.8646786,-25.69555073
230,-187.6450827,-24.33959082
231,-200.4328959,-24.44624454
232,-178.499768,-24.19914059
233,-231.0488443,-29.46956027
234,-370.1640261,-24.90192786
235,-314.4299796,-23.58936374
236,-313.7153,-23.52050401
237,-493.8164133,-27.67896736
238,-343.5908214,-28.7439938
239,-232.9489101,-30.27999688
240,-122.439161,-32.22465966
241,-93.7124949,-34.56039842
242,-90.54046736,-36.63419386
243,-90.09957198,-38.41971648
244,-114.2424094,-39.96657082
245,-183.0669159,-41.99794865
246,-376.9604533,-44.0829755
247,-534.3155819,-48.84330759
248,-441.4341431,-45.911258
249,-353.2789845,-42.25329582
250,-310.7268156,-50.24297755
251,-267.6472811,-42.01834863
252,-257.8488376,-37.92441751
253,-225.7832581,-35.1775216
254,-206.1733417,-32.60642255
255,-222.5619478,-32.54611517
256,-206.123997,-31.79327472
257,-247.7615625,-37.46312306
258,-372.2223146,-30.171052
259,-331.1661313,-28.0988145
260,-370.6546257,-28.3518524
261,-420.9460113,-28.30756632
262,-334.3633177,-30.69051721
263,-236.5282906,-31.73251564
264,-120.2225354,-32.37827901
265,-96.28694365,-35.49096975
266,-92.77952808,-38.20340527
267,-91.41828367,-40.86291335
268,-116.1840763,-42.77475213
269,-185.4470205,-45.29686008
270,-381.5205898,-52.76994514
271,-559.8086226,-50.83387748
272,-463.1903195,-49.71230499
273,-362.8483188,-45.66584284
274,-285.7852866,-46.71342673
275,-178.5999092,-34.68719525
276,-179.5696955,-30.07139629
277,-190.3737771,-28.18204566
278,-192.9212378,-25.9044411
279,-204.8388138,-25.84040669
280,-198.7786453,-26.31597408
281,-283.4268388,-34.19992703
282,-412.2456798,-27.9402828
283,-328.9560089,-26.0946383
284,-303.6901967,-25.19985055
285,-387.5734719,-25.19752979
286,-309.8424655,-26.79479511
287,-227.0991363,-28.51392917
288,-133.4472855,-30.99197738
289,-107.19859,-34.1657891
290,-98.20245055,-37.00280542
291,-94.07367934,-38.88410135
292,-118.2414308,-38.49775681
293,-183.9517573,-40.92194894
294,-373.3749269,-42.40267628
295,-515.5374988,-45.92721185
296,-400.5250663,-42.12029702
297,-311.1333361,-39.97761321
298,-260.8185477,-44.88861644
299,-195.0243224,-33.96613214
300,-186.3316915,-29.64450088
301,-176.3247456,-27.80970522
302,-182.2814923,-25.86752577
303,-181.6199594,-23.12738473
304,-153.6235328,-22.83235289
305,-206.9775662,-27.08327789
306,-334.4825018,-21.08446397
307,-261.8975847,-18.83663214
308,-286.3345515,-19.75596076
309,-391.9718449,-20.51665448
310,-279.2168688,-21.09299313
311,-188.3826455,-22.96680012
312,-153.7561282,-24.8422415
313,-113.7529387,-26.41269152
314,-102.632799,-27.71533553
315,-96.54563922,-28.59579084
316,-116.6628972,-29.55908102
317,-137.2257031,-31.45440178
318,-242.3279274,-33.75116418
319,-358.6505191,-36.80316874
320,-473.2780528,-33.11440448
321,-365.3979412,-32.91557234
322,-301.053476,-35.57150544
323,-252.3227085,-29.48867931
324,-196.7941176,-26.62915125
325,-199.3011051,-24.84244698
326,-206.7003196,-23.69678084
327,-226.1150966,-21.61607333
328,-206.0430336,-22.04101501
329,-244.5250653,-28.75153251
330,-214.6535892,-22.25515568
331,-256.1530767,-20.10638629
332,-254.6782093,-19.76466396
333,-251.1934955,-20.23302071
334,-345.5377473,-21.09504927
335,-235.6167118,-22.92967765
336,-154.6644455,-24.53908511
337,-114.0927279,-25.22536774
338,-94.84953024,-25.40190742
339,-95.27833961,-27.68173088
340,-118.707201,-28.49572056
341,-136.8039744,-30.070869
342,-186.4236921,-32.06921524
343,-307.8327693,-34.73129108
344,-434.9349186,-32.45716257
345,-325.9392937,-30.76057577
346,-251.7361534,-34.03481851
347,-208.3826617,-28.05913296
348,-159.921484,-24.72848946
349,-167.8511825,-19.7541305
350,-165.4545711,-19.70753277
351,-176.8537857,-19.96482245
352,-164.0605207,-21.17943647
353,-199.8925392,-27.44279595
354,-218.9692328,-21.77562274
355,-267.7783519,-20.36540851
356,-259.1882106,-20.27829719
357,-265.3957509,-20.91875429
358,-355.9487436,-21.99276227
359,-245.8425005,-24.35351151
360,-156.6704509,-26.01464733
361,-113.5781644,-28.72116553
362,-103.8630104,-29.53839997
363,-100.371394,-31.05875795
364,-117.6706547,-31.82255965
365,-136.6377932,-33.42222456
366,-187.4593588,-35.40973334
367,-317.2705687,-38.82524038
368,-467.1592897,-36.92629941
369,-383.2484349,-36.24487646
370,-291.1269814,-42.3590046
371,-248.8241162,-35.8447438
372,-203.2713118,-32.81278274
373,-196.7847087,-28.3907636
374,-186.7731188,-24.75502474
375,-191.5725722,-22.14457433
376,-165.3758724,-22.6813195
377,-206.6392457,-30.00585553
378,-236.0445885,-23.73907713
379,-282.1603573,-22.18717796
380,-295.9425191,-22.91194145
381,-307.0264243,-24.16679639
382,-413.8543475,-26.71006102
383,-289.6827916,-28.96984844
384,-119.2606185,-31.13828988
385,-96.94589268,-33.05314619
386,-90.174819,-34.64020959
387,-89.87916826,-35.74182431
388,-115.2625275,-37.70355561
389,-184.9132452,-41.24945249
390,-426.4330756,-48.59843231
391,-570.1308927,-45.51920264
392,-463.2783608,-43.95044327
393,-370.4939765,-40.76127244
394,-292.3836445,-42.64176379
395,-229.0020889,-36.1270064
396,-214.2850899,-30.26374181
397,-203.5371355,-26.2575455
398,-201.7328141,-24.31949717
399,-208.9910862,-22.75873389
400,-183.2140112,-22.64203833
401,-269.6570323,-30.93918448
402,-396.4850957,-24.29863875
403,-306.6443824,-22.36284001
404,-310.8068711,-22.20065226
405,-410.1149887,-22.91243844
406,-292.5620105,-24.11440204
407,-188.6889001,-24.90153443
408,-150.2976367,-26.9930302
409,-114.9608167,-28.60440401
410,-101.4876747,-30.01682293
411,-95.3194965,-31.6171813
412,-116.0761912,-32.95363123
413,-182.7943776,-34.79986315
414,-376.431638,-36.95464481
415,-488.3839596,-40.66131685
416,-393.1634484,-36.91815133
417,-335.9989769,-36.55770431
418,-270.3715729,-42.472152
419,-225.0342715,-36.19114761
420,-206.347543,-28.12738438
421,-202.8178402,-25.53712296
422,-202.1910586,-24.66644003
423,-202.6510558,-23.14645174
424,-178.1694414,-23.31389346
425,-232.321442,-29.55257989
426,-371.4573793,-24.52192832
427,-310.1903202,-23.31825119
428,-294.3552876,-22.62056724
429,-394.4581463,-23.46999726
430,-301.4393472,-24.49995518
431,-206.1124207,-25.95365177
432,-147.3162482,-28.36783593
433,-113.5163715,-31.00837686
434,-101.9293323,-31.83695179
435,-94.85141936,-32.5225791
436,-117.1854969,-33.55732789
437,-182.1536241,-35.42460964
438,-366.6802157,-37.47260126
439,-468.1712897,-40.04174133
440,-369.5701995,-37.09226813
441,-298.8644665,-32.07785102
442,-239.3636272,-32.06349786
443,-185.4915919,-20.85935064
444,-178.5038471,-15.51461242
445,-160.0400648,-13.34865307
446,-155.2967158,-13.09516266
447,-158.1717626,-14.1712405
448,-139.7877353,-15.33937783
449,-216.3280706,-23.42197489
450,-348.0506611,-18.66653631
451,-284.1927124,-18.03104901
452,-296.6775956,-19.51359069
453,-424.2331255,-21.80529825
454,-324.9257648,-23.98377705
455,-258.9976933,-27.97642477
456,-125.6342706,-29.40833495
457,-94.93193561,-30.95950608
458,-94.55617239,-32.30106449
459,-87.48695545,-33.52858986
460,-112.2611256,-34.63019988
461,-179.7196737,-36.33868862
462,-358.2858625,-38.08907011
463,-492.0433243,-38.41698648
464,-412.3889355,-38.16913937
465,-340.8803431,-38.63527914
466,-298.3494335,-47.06434734
467,-246.3590798,-39.01905264
468,-233.9570256,-34.23256634
469,-233.8611424,-27.86248928
470,-229.6858586,-26.74238043
471,-228.6111169,-25.77917943
472,-199.4781384,-26.34525097
473,-251.5230496,-33.35043474
474,-375.3285739,-26.91469358
475,-336.1848091,-25.90445253
476,-339.9761733,-26.25063245
477,-430.9201153,-29.04036489
478,-329.9879401,-32.23874381
479,-240.0330504,-33.2829331
480,-123.3889415,-35.16419178
481,-93.93677657,-36.7359397
482,-91.03066468,-37.30828046
483,-92.05704796,-38.61149025
484,-112.2015167,-39.63401514
485,-135.09583,-41.49616317
486,-252.486163,-43.6052388
487,-437.8103991,-44.62331616
488,-574.4850331,-45.69892039
489,-444.3005496,-43.14870294
490,-362.409648,-46.04372884
491,-303.2814306,-35.91917719
492,-264.285067,-33.11268198
493,-252.6677435,-30.78260483
494,-246.5693045,-26.81901586
495,-256.1746135,-25.49828219
496,-226.9208108,-26.22547439
497,-285.8798509,-34.73810752
498,-268.2759153,-29.43879106
499,-307.1225577,-29.22854477
500,-309.1614668,-30.97835595
501,-321.290911,-33.81219635
502,-416.0568866,-35.44671784
503,-300.8841574,-38.03561464
504,-126.8038401,-41.2094181
505,-101.6186557,-45.11199796
506,-93.40269831,-47.33889157
507,-96.85567022,-49.08806216
508,-116.0645147,-50.46681625
509,-140.470281,-52.15114238
510,-192.9679455,-53.92759192
511,-395.1411651,-58.59095109
512,-530.0541195,-53.35101497
513,-408.9212948,-49.9018166
514,-335.5272214,-55.43397024
515,-285.5697601,-43.91227691
516,-226.2318814,-38.88097666
517,-195.438133,-33.51470405
518,-198.3208511,-31.42346962
519,-213.1858619,-30.58197161
520,-181.0419459,-29.77273863
521,-202.1672248,-35.69762913
522,-220.0940344,-35.10831005
523,-270.8815157,-28.26277491
524,-275.8218558,-26.13304558
525,-301.8378031,-26.59131209
526,-400.2345071,-27.43786168
527,-300.0195503,-29.48048922
528,-129.3786238,-31.17857887
529,-97.70789105,-32.85338302
530,-95.00609626,-34.10919487
531,-97.40434233,-35.18833366
532,-115.902935,-36.30998911
533,-184.1472331,-38.13322198
534,-422.2156592,-40.19997431
535,-551.8828761,-44.03113533
536,-422.2331874,-40.30884792
537,-351.962704,-39.51721414
538,-289.3375658,-45.37896987
539,-241.6701059,-38.59097112
540,-233.1461423,-32.519258
541,-219.0820576,-31.26968993
542,-222.6611893,-30.15849343
543,-224.9144292,-29.05625049
544,-213.1235967,-28.89434578
545,-265.3428444,-35.07178374
546,-395.7461566,-27.94639378
547,-350.3256185,-26.27799504
548,-357.9765134,-25.97745923
549,-438.424808,-26.38934619
550,-312.4183449,-27.24495027
551,-219.8292431,-28.78249733
552,-134.985995,-30.08521918
553,-100.2259994,-31.50609719
554,-95.07169056,-32.76758362
555,-90.59074906,-33.78534939
556,-114.4742372,-34.97014209
557,-185.3194581,-37.77883714
558,-382.262445,-44.27715076
559,-530.5532202,-41.99066775
560,-435.7677188,-41.83881484
561,-356.7782153,-41.33935781
562,-315.7782501,-41.73042047
563,-281.811073,-41.36992961
564,-273.1159109,-37.98772927
565,-263.4158825,-34.48379964
566,-257.3719582,-32.88382777
567,-251.1262922,-30.79305026
568,-219.4930072,-30.7665421
569,-276.4954223,-37.84497665
570,-397.8039021,-30.57649736
571,-335.1246534,-29.43992383
572,-343.997558,-29.58057749
573,-445.4169611,-31.71658304
574,-329.9425925,-33.38841098
575,-242.3392125,-35.3600019
576,-125.0355286,-39.15601608
577,-100.7299547,-40.9777092
578,-92.92076066,-42.39625628
579,-92.29674719,-43.60961984
580,-116.5101082,-45.83762846
581,-187.1480529,-47.94622615
582,-389.1672951,-50.35584143
583,-570.9831025,-55.73026923
584,-478.153761,-52.24880475
585,-390.6333535,-50.62366065
586,-331.7706718,-53.19157453
587,-273.1464312,-43.65004015
588,-271.7524635,-38.61276471
589,-258.7980539,-34.40903009
590,-263.5324913,-33.62499193
591,-242.3598508,-30.50553807
592,-222.3381716,-31.28754149
593,-280.1202129,-38.52928019
594,-402.1154363,-31.41614002
595,-331.4435228,-29.40744291
596,-333.9061059,-29.0596728
597,-431.6423134,-30.46190429
598,-321.4992871,-31.18154823
599,-226.8069352,-32.22703321
600,-122.781658,-33.88515722
601,-96.65826879,-35.43113851
602,-90.5028861,-36.30157302
603,-88.09096091,-37.41877264
604,-113.671954,-38.49834543
605,-181.6366433,-40.09774479
606,-372.8092246,-41.78265804
607,-516.9747032,-45.50444553
608,-422.8918458,-42.80627769
609,-330.1556921,-41.32708794
610,-286.8342371,-46.55293666
611,-250.9809776,-40.21408724
612,-234.5820626,-37.16172892
613,-218.8801516,-32.34485739
614,-227.2187552,-31.17814601
615,-229.3726936,-30.71842688
616,-197.7609909,-30.84872747
617,-249.3780693,-36.62433898
618,-370.437514,-29.93182401
619,-329.2131324,-28.23732821
620,-316.2012596,-27.44239288
621,-397.1165306,-27.7466706
622,-290.6987555,-27.43210765
623,-203.4296967,-28.23318305
624,-147.3167071,-29.43908449
625,-113.4508847,-31.24519556
626,-100.6943049,-32.52148231
627,-95.86633459,-33.33641593
628,-116.8242806,-34.17574163
629,-189.0959192,-35.89036667
630,-364.6544948,-37.94269941
631,-504.6585622,-38.35232008
632,-394.0779825,-37.05968485
633,-323.6959965,-36.57935592
634,-256.9058727,-38.89851827
635,-196.7173555,-30.80579711
636,-192.2910951,-22.45971598
637,-183.9332176,-19.13615623
638,-174.7009942,-15.94395361
639,-202.9168629,-17.99447928
640,-196.5927861,-19.57823564
641,-224.6951041,-25.96447992
642,-350.1439222,-21.25156983
643,-293.6188087,-21.26369032
644,-302.6038751,-21.8671754
645,-396.9528197,-22.71761013
646,-300.3567986,-24.19806277
647,-200.9531505,-26.08017216
648,-149.6334413,-28.17742499
649,-109.20519,-30.11986916
650,-101.8243458,-31.32476116
651,-97.22668702,-32.55357115
652,-116.3242569,-33.90288096
653,-135.8987485,-36.02735741
654,-245.42004,-40.70777957
655,-371.6389057,-41.19981915
656,-483.2182466,-36.72790305
657,-374.0252375,-34.65582226
658,-301.5895034,-38.34363689
659,-258.0920227,-32.99467995
660,-203.971789,-29.46720808
661,-190.9649011,-23.76904583
662,-210.0838707,-24.07701621
663,-229.8939414,-24.27560407
664,-208.810438,-24.55479056
665,-251.3399375,-30.54208376
666,-223.873512,-24.72914512
667,-267.0905592,-23.03058736
668,-275.4851299,-23.51587475
669,-270.1846526,-23.57021936
670,-356.0624881,-24.24744059
671,-225.203236,-23.73905826
672,-140.7823091,-25.05941903
673,-115.4363086,-26.15999372
674,-103.3917744,-27.09710607
675,-96.32605417,-26.52458464
676,-112.9891916,-26.86698144
677,-133.7507965,-28.23449157
678,-185.6846332,-30.13489714
679,-309.842029,-30.05994954
680,-440.1613661,-28.87001434
681,-329.5477426,-27.57742025
682,-269.7514404,-27.7071154
683,-226.18714,-25.93304146
684,-182.8484311,-24.231741
685,-177.6371574,-22.33552202
686,-159.5498773,-20.41411032
687,-156.2104682,-18.45233598
688,-129.1094664,-19.25686729
689,-158.6584076,-24.02845055
690,-184.4941849,-19.23934723
691,-229.5848869,-16.91690053
692,-222.3254853,-16.97448429
693,-230.0127852,-17.33705022
694,-330.8498636,-18.06144034
695,-217.7111777,-19.19843305
696,-155.2907065,-22.57398589
697,-125.692903,-25.45638067
698,-114.5806563,-29.03033132
699,-100.8500517,-32.85336434
700,-121.211077,-35.25474264
701,-186.2357812,-37.82405715
702,-401.5517094,-40.70108944
703,-541.1453087,-43.40294806
704,-434.7933753,-41.33516648
705,-329.6416004,-37.27914323
706,-282.283196,-42.75788977
707,-245.3635872,-35.082027
708,-244.486198,-29.71102097
709,-247.7305807,-29.00587109
710,-218.0469638,-25.45911809
711,-239.3381501,-26.96744339
712,-224.6110845,-27.83975362
713,-285.2200608,-36.19939237
714,-419.0075025,-30.51858735
715,-342.6632529,-28.55904577
716,-340.977745,-29.72136521
717,-442.5390652,-30.73162213
718,-327.1402295,-32.10476021
719,-235.9068333,-34.70935816
720,-123.7606504,-36.7840936
721,-94.48941954,-38.48226937
722,-95.22926039,-39.87429125
723,-89.80405506,-40.94800954
724,-113.5237163,-42.17546682
725,-182.4391748,-43.95409642
726,-387.8154951,-46.16998442
727,-543.131962,-50.33965372
728,-445.5170844,-46.78615571
729,-362.2460196,-45.74884563
730,-323.633695,-53.56565645
731,-277.8297142,-45.4768919
732,-275.1744086,-41.98892649
733,-273.4107837,-40.14909688
734,-264.5029881,-37.10304491
735,-276.7295327,-39.59967392
736,-258.2474166,-40.26984548
737,-311.5003179,-48.50983273
738,-444.5728236,-48.81823477
739,-364.4863727,-39.65007246
740,-361.3592387,-36.80571699
741,-464.4557061,-36.3526994
742,-339.9245121,-36.87093586
743,-247.4408196,-38.04173472
744,-126.7076653,-39.52140618
745,-97.04150827,-40.83307254
746,-99.9136522,-41.87181375
747,-93.19126821,-42.61593941
748,-118.6937565,-42.52122388
749,-185.6458313,-43.73208282
750,-389.7323165,-50.84997833
751,-543.794791,-46.78891259
752,-433.0938133,-42.8238825
753,-332.80569,-38.79533455
754,-256.1358903,-41.85790108
755,-211.3094554,-31.80825424
756,-219.7892004,-29.2351687
757,-224.4665551,-27.02946609
758,-201.0316586,-22.01110578
759,-211.0315326,-22.73739909
760,-200.6945753,-24.10864425
761,-264.3804106,-32.73755607
762,-402.272353,-27.33466291
763,-324.5880627,-25.58506795
764,-321.5070624,-25.46220401
765,-440.4763709,-27.00330887
766,-337.5505309,-30.49454063
767,-238.3946832,-32.4515471
768,-124.5440447,-36.19287484
769,-97.53554967,-38.97332981
770,-93.55443666,-41.1712355
771,-90.37317973,-43.84636913
772,-115.7095448,-47.06729607
773,-189.0205381,-50.19277925
774,-388.9146041,-53.16686387
775,-584.0915644,-54.73614555
776,-476.0628264,-51.47058279
777,-359.6892658,-42.55481226
778,-280.0060496,-42.05052726
779,-186.1980186,-32.59959062
780,-170.077525,-25.9810097
781,-161.7491094,-24.02080459
782,-166.7462636,-22.96983898
783,-177.8845035,-21.82807817
784,-157.766697,-22.33895075
785,-225.5402413,-29.5174449
786,-360.5544024,-24.15248395
787,-289.1584976,-22.26185861
788,-302.3075287,-22.47735891
789,-406.09607,-23.44324608
790,-297.5126114,-24.83073599
791,-227.7212063,-27.16735218
792,-144.393679,-28.45830032
793,-111.7044451,-30.24526023
794,-98.33286887,-31.13765485
795,-95.43454023,-32.02358855
796,-115.3437298,-32.86773791
797,-184.9097828,-34.76577908
798,-361.4686076,-36.89254341
799,-472.4566052,-37.59721258
800,-369.0376144,-35.27760947
801,-297.4996048,-34.42157676
802,-255.0520219,-35.30000984
803,-194.7953777,-25.85202527
804,-196.900332,-21.47942922
805,-187.7874489,-19.9067568
806,-190.1841545,-16.53034477
807,-189.4139234,-16.4907868
808,-177.0968136,-19.64004836
809,-262.705589,-29.23048804
810,-391.469549,-24.29928387
811,-362.1533673,-26.06219401
812,-345.4712744,-27.54232711
813,-433.5565178,-28.77982178
814,-332.3661386,-32.51978264
815,-242.9463831,-35.84473574
816,-125.7321337,-40.64469774
817,-94.89027453,-42.95484738
818,-97.30369249,-45.0242856
819,-90.25003807,-47.79126707
820,-115.7667429,-48.97444324
821,-137.2753839,-53.28844879
822,-272.7961547,-63.81334572
823,-502.8272103,-65.41117442
824,-602.9760785,-56.6559941
825,-442.7964442,-46.21335538
826,-342.2912047,-42.29878975
827,-241.1727542,-27.49414965
828,-185.4004201,-25.09976682
829,-191.396481,-24.45116578
830,-205.5403558,-20.54812399
831,-202.0154128,-20.96581227
832,-196.5605692,-22.49949846
833,-238.5731847,-29.36299514
834,-224.2264209,-24.77347613
835,-337.4635174,-25.0348215
836,-331.6749786,-25.54113711
837,-303.4951035,-26.65635846
838,-393.8329956,-30.03926167
839,-293.3698296,-33.74157976
840,-126.0684603,-36.63798008
841,-98.17693267,-39.3568778
842,-93.63967298,-41.39570656
843,-94.20904011,-43.01459052
844,-114.0843519,-44.5998437
845,-137.1635724,-46.10346468
846,-187.942641,-48.50083814
847,-377.7097534,-53.02656439
848,-514.3702552,-49.06153478
849,-368.6903317,-44.79339137
850,-279.8751452,-49.52854142
851,-272.4436084,-43.38601077
852,-214.3401705,-40.4678072
853,-211.2020969,-37.69750496
854,-211.529944,-33.70451414
855,-217.6585466,-32.16528996
856,-189.5923702,-32.55788694
857,-208.64393,-38.26836024
858,-232.3059993,-31.28407663
859,-304.2243127,-29.21577142
860,-308.9181045,-28.33638194
861,-296.6674946,-28.24112502
862,-384.8990007,-28.85612046
863,-265.957838,-29.67419417
864,-136.2748936,-30.89816186
865,-100.7425516,-33.26027673
866,-100.8739846,-34.84849224
867,-96.12815024,-36.10538182
868,-117.9352407,-35.98650376
869,-181.2786875,-37.358467
870,-422.4467225,-39.31140324
871,-510.6068552,-38.49255437
872,-404.3592525,-38.35428768
873,-320.5978858,-37.09140593
874,-260.4510431,-40.14555428
875,-213.5521229,-36.05954879
876,-243.8962917,-34.92289305
877,-265.6737066,-34.21048434
878,-235.4279739,-32.18218106
