,commercial
1510,-220.804668
1511,-161.7846272
1512,-128.0243983
1513,-113.676653
1514,-104.0796029
1515,-98.45748475
1516,-101.6115909
1517,-107.3690271
1518,-125.2240167
1519,-185.7931876
1520,-252.8025339
1521,-208.3848202
1522,-167.0330172
1523,-143.1873983
1524,-129.4450675
1525,-137.1695139
1526,-134.0263119
1527,-155.0773172
1528,-148.9209566
1529,-153.7798099
1530,-170.0296437
1531,-196.6374046
1532,-216.3172818
1533,-217.5328345
1534,-212.6056818
1535,-155.0640864
1536,-119.3978183
1537,-102.1561235
1538,-95.89094019
1539,-78.71425602
1540,-82.70126639
1541,-113.8896157
1542,-183.9775718
1543,-246.1846004
1544,-197.893523
1545,-183.4311505
1546,-175.8135007
1547,-170.6187124
1548,-149.7427589
1549,-133.2636639
1550,-131.6785529
1551,-128.4465944
1552,-127.1218677
1553,-155.7803725
1554,-204.0919135
1555,-202.0325374
1556,-220.1724737
1557,-256.8609446
1558,-206.2045629
1559,-146.7800025
1560,-125.354906
1561,-112.3349262
1562,-99.72309695
1563,-96.81461936
1564,-99.18383835
1565,-120.6467992
1566,-195.5423873
1567,-259.3938376
1568,-206.895511
1569,-173.8376253
1570,-148.1196935
1571,-216.0157842
1572,-192.6867112
1573,-158.9486892
1574,-197.3607848
1575,-171.381961
1576,-148.6080268
1577,-171.033299
1578,-221.2769607
1579,-177.350918
1580,-186.261723
1581,-255.2139867
1582,-214.3166315
1583,-156.4815527
1584,-135.4199699
1585,-121.2909134
1586,-111.6711049
1587,-96.83790558
1588,-100.4195366
1589,-126.9682269
1590,-198.7867075
1591,-260.0545428
1592,-242.5117699
1593,-264.5825456
1594,-265.5166719
1595,-277.7814744
1596,-293.8651931
1597,-302.4599984
1598,-302.1006823
1599,-301.2084652
1600,-300.4856923
1601,-290.909028
1602,-279.0756702
1603,-274.480894
1604,-272.4816335
1605,-268.5156113
1606,-244.9603288
1607,-194.7088895
1608,-172.7619845
1609,-157.2991939
1610,-146.4333301
1611,-140.8334624
1612,-144.223452
1613,-166.8075222
1614,-250.1547206
1615,-264.0937071
1616,-248.5004526
1617,-209.7422959
1618,-151.1027316
1619,-140.9402018
1620,-137.6911597
1621,-151.241438
1622,-166.241664
1623,-164.7227978
1624,-174.4153611
1625,-193.6431026
1626,-239.5835949
1627,-237.893034
1628,-254.4081856
1629,-263.9667799
1630,-231.5440726
1631,-164.8669659
1632,-140.5476
1633,-121.7054342
1634,-109.7109013
1635,-103.4955921
1636,-106.3120289
1637,-126.6734191
1638,-198.5959738
1639,-262.0003362
1640,-237.1279739
1641,-255.5142383
1642,-260.6130542
1643,-264.8979018
1644,-266.8342749
1645,-264.2230668
1646,-265.7992659
1647,-265.1087859
1648,-248.3462359
1649,-236.2809181
1650,-261.3635529
1651,-263.5336118
1652,-265.9821369
1653,-263.3488164
1654,-249.7914477
1655,-180.473946
1656,-152.5812871
1657,-137.6231169
1658,-125.223096
1659,-118.2370993
1660,-117.845625
1661,-120.1699558
1662,-144.1483015
1663,-216.9137752
1664,-262.4856926
1665,-262.1662749
1666,-263.8413694
1667,-263.4662868
1668,-264.2214325
1669,-263.5165854
1670,-268.2205898
1671,-250.6564449
1672,-226.8687722
1673,-228.9696559
1674,-259.0790461
1675,-265.7433012
1676,-263.7247455
1677,-263.7259315
1678,-265.4020027
1679,-214.2873912
1680,-166.0256426
1681,-143.3293869
1682,-133.1187993
1683,-132.9698766
1684,-135.8011334
1685,-162.0843276
1686,-229.3381263
1687,-264.0702235
1688,-246.3317425
1689,-186.4401807
1690,-165.5152577
1691,-149.9015091
1692,-147.5225734
1693,-151.2252466
1694,-151.6396611
1695,-185.4664245
1696,-210.3292242
1697,-221.6624842
1698,-241.1590857
1699,-258.0238125
1700,-257.6548671
1701,-236.3130724
1702,-171.023438
1703,-137.7664055
1704,-115.9793356
1705,-104.5976865
1706,-102.3355374
1707,-107.1011469
1708,-128.5938603
1709,-199.9938095
1710,-258.1477885
1711,-194.4198446
1712,-180.6713408
1713,-188.5703469
1714,-210.2762614
1715,-237.0892545
1716,-264.2676333
1717,-266.6208823
1718,-272.504328
1719,-278.6405633
1720,-278.2873514
1721,-275.7346362
1722,-274.9487699
1723,-265.4347924
1724,-265.4830893
1725,-268.6839891
1726,-200.3303522
1727,-171.0974674
1728,-152.9261702
1729,-141.4832733
1730,-133.6047624
1731,-135.6245515
1732,-154.491864
1733,-233.285538
1734,-264.1790407
1735,-229.7014513
1736,-197.9291076
1737,-158.748443
1738,-139.9278271
1739,-142.1437616
1740,-151.2191386
1741,-253.3417824
1742,-205.0805914
1743,-226.5346265
1744,-227.2706022
1745,-190.1107624
1746,-189.6533849
1747,-238.4133756
1748,-263.4928535
1749,-226.3430245
1750,-160.1720659
1751,-134.3560062
1752,-118.5583089
1753,-111.7303685
1754,-108.0571243
1755,-110.154662
1756,-130.1977927
1757,-200.0268377
1758,-260.5919574
1759,-199.8804175
1760,-172.0459787
1761,-140.4775217
1762,-127.1421143
1763,-133.6507451
1764,-134.3165292
1765,-135.3527315
1766,-136.9071326
1767,-134.7105982
1768,-169.1442282
1769,-218.0216304
1770,-215.2387197
1771,-234.5960707
1772,-262.3647374
1773,-215.8737494
1774,-151.964269
1775,-128.8241511
1776,-113.53661
1777,-106.7160751
1778,-102.1796635
1779,-105.4365811
1780,-127.2349408
1781,-196.5717358
1782,-255.0573296
1783,-196.0793737
1784,-168.7242544
1785,-142.2776922
1786,-139.8539986
1787,-134.1581839
1788,-183.5571379
1789,-127.4447856
1790,-114.5887153
1791,-122.3452411
1792,-161.0120453
1793,-212.654892
1794,-215.7919864
1795,-238.073963
1796,-262.8569989
1797,-214.8223909
1798,-152.6641771
1799,-130.4750807
1800,-116.6328449
1801,-107.6121302
1802,-102.6317873
1803,-107.0074278
1804,-129.180637
1805,-200.8873963
1806,-259.8115497
1807,-198.5093755
1808,-167.9503354
1809,-135.6252989
1810,-118.9757459
1811,-118.4976612
1812,-123.8138656
1813,-125.5984399
1814,-128.6627
1815,-137.8349216
1816,-169.4841177
1817,-212.7169068
1818,-211.5558588
1819,-234.7004236
1820,-262.9335203
1821,-209.4283489
1822,-149.8831964
1823,-128.2589312
1824,-119.0669297
1825,-110.4398264
1826,-105.4179208
1827,-111.0858254
1828,-118.0475599
1829,-143.6957402
1830,-207.6239255
1831,-263.2339889
1832,-237.7601842
1833,-190.895626
1834,-185.073967
1835,-197.7328422
1836,-212.4844764
1837,-198.2403169
1838,-191.9482308
1839,-194.6570045
1840,-204.7328774
1841,-212.3850599
1842,-233.1940758
1843,-248.7935979
1844,-244.9531846
1845,-231.0925652
1846,-169.0704702
1847,-134.1436712
1848,-117.4900594
1849,-106.1906262
1850,-100.2699788
1851,-102.8145583
1852,-107.4757646
1853,-129.9393905
1854,-189.2914711
1855,-258.7235988
1856,-220.5581888
1857,-200.0690647
1858,-199.3214409
1859,-197.4215184
1860,-198.2072114
1861,-233.4879584
1862,-252.8742085
1863,-241.9450329
1864,-237.2186043
1865,-238.0748831
1866,-255.2848734
1867,-266.8489946
1868,-267.0300802
1869,-253.6831477
1870,-183.1016121
1871,-143.3882822
1872,-119.9297241
1873,-109.8753708
1874,-106.01413
1875,-109.3887346
1876,-129.4374846
1877,-201.293092
1878,-262.7084462
1879,-208.6067134
1880,-191.9571536
1881,-188.966053
1882,-197.8188158
1883,-239.3372997
1884,-265.1113375
1885,-267.868208
1886,-273.4736489
1887,-279.2998724
1888,-276.5621926
1889,-271.9898179
1890,-256.3957215
1891,-266.0512844
1892,-263.3650267
1893,-263.6847343
1894,-195.8908836
1895,-164.4880548
1896,-145.5033602
1897,-135.273396
1898,-129.5013834
1899,-128.611187
1900,-144.6244011
1901,-218.4183396
1902,-264.3550843
1903,-226.9713766
1904,-230.9425369
1905,-244.133486
1906,-270.7030648
1907,-287.1242177
1908,-296.5773768
1909,-302.8131962
1910,-308.8613883
1911,-307.8900583
1912,-296.7252515
1913,-282.9011462
1914,-275.9239703
1915,-266.1831502
1916,-265.6846328
1917,-269.1945733
1918,-265.9334249
1919,-151.0006904
1920,-149.2147272
1921,-143.3950143
1922,-137.87961
1923,-142.1723734
1924,-165.9937359
1925,-248.8841976
1926,-263.543682
1927,-254.7347853
1928,-267.2932503
1929,-275.7396078
1930,-282.0043597
1931,-289.3209435
1932,-290.0425158
1933,-300.4953866
1934,-305.2180543
1935,-304.1876773
1936,-298.4054458
1937,-286.0944705
1938,-282.4113188
1939,-277.1802172
1940,-269.1251696
1941,-254.4379242
1942,-268.2843437
1943,-138.326263
1944,-145.4256221
1945,-144.7906167
1946,-141.9753094
1947,-141.8895917
1948,-157.0677572
1949,-234.5217084
1950,-264.1624835
1951,-237.4205391
1952,-232.1532396
1953,-230.4399168
1954,-213.0833033
1955,-229.206901
1956,-221.3651819
1957,-265.4824268
1958,-270.1523327
1959,-237.9625271
1960,-198.5936891
1961,-247.2261171
1962,-264.0661201
1963,-266.5622228
1964,-263.3827738
1965,-262.3795762
1966,-195.3952545
1967,-163.18281
1968,-143.2926009
1969,-134.1606854
1970,-129.7133145
1971,-132.1028538
1972,-152.6633774
1973,-214.1658445
1974,-261.971747
1975,-212.34562
1976,-199.7763154
1977,-177.7889394
1978,-143.2226475
1979,-141.6315585
1980,-141.9020792
1981,-132.6249106
1982,-117.4380525
1983,-125.974865
1984,-171.9892209
1985,-215.6080584
1986,-211.0374151
1987,-233.0472568
1988,-251.8316286
1989,-195.5537213
1990,-143.9112376
1991,-122.243698
1992,-111.7811323
1993,-105.0021883
1994,-101.8903103
1995,-105.2579508
1996,-111.2919291
1997,-135.5567404
1998,-196.8675072
1999,-261.0805405
2000,-214.3911869
2001,-147.6130892
2002,-138.3489921
2003,-123.5802621
2004,-113.661672
2005,-125.6978093
2006,-127.5771477
2007,-121.5190726
2008,-142.3670492
2009,-164.2318137
2010,-182.890034
2011,-202.567251
2012,-215.1981319
2013,-199.3789345
2014,-143.6061996
2015,-119.4064125
2016,-104.0533618
2017,-95.09142917
2018,-91.58909396
2019,-97.02957548
2020,-103.7064806
2021,-126.9551991
2022,-186.5196161
2023,-253.9381693
2024,-209.6549812
2025,-159.1092803
2026,-142.1807522
2027,-142.0063647
2028,-149.9486198
2029,-152.7314778
2030,-143.6911734
2031,-137.2163935
2032,-151.9076696
2033,-177.7913661
2034,-210.4173721
2035,-232.5843575
2036,-236.339583
2037,-229.0612558
2038,-169.6968397
2039,-135.1098364
2040,-116.0167381
2041,-106.5984701
2042,-101.9554972
2043,-105.0974045
2044,-126.0394064
2045,-196.9363677
2046,-258.5689248
2047,-201.5633852
2048,-175.1213027
2049,-146.2407749
2050,-144.948679
2051,-199.7057041
2052,-268.8363931
2053,-234.7518877
2054,-204.966181
2055,-200.7669313
2056,-182.3445034
2057,-218.6368209
2058,-234.7755136
2059,-260.4920847
2060,-265.0004285
2061,-237.4198721
2062,-168.36265
2063,-141.5518398
2064,-126.3640777
2065,-117.1659408
2066,-109.9339616
2067,-110.4746973
2068,-131.665437
2069,-204.6281912
2070,-261.3176843
2071,-218.1034244
2072,-205.3448014
2073,-211.9655977
2074,-241.3903458
2075,-267.3015383
2076,-273.3371012
2077,-279.2330367
2078,-283.8591856
2079,-285.4692971
2080,-284.9221634
2081,-281.4520226
2082,-276.8691982
2083,-268.8645316
2084,-265.2656894
2085,-268.442471
2086,-206.1800261
2087,-173.5227806
2088,-147.9621555
2089,-134.3938268
2090,-126.934144
2091,-129.5334915
2092,-147.870365
2093,-223.1892714
2094,-263.1809028
2095,-251.2473199
2096,-276.0454492
2097,-313.3845366
2098,-326.1015533
2099,-335.6751465
2100,-345.4879205
2101,-349.922214
2102,-350.0406757
2103,-345.0702105
2104,-333.4834251
2105,-307.8809476
2106,-295.9192832
2107,-284.7538416
2108,-271.6102424
2109,-268.8316178
2110,-232.4584855
2111,-203.531935
2112,-180.2990543
2113,-177.4112033
2114,-168.8117729
2115,-161.8109579
2116,-181.5506409
2117,-260.036871
2118,-262.0467155
2119,-253.8889428
2120,-226.689645
2121,-182.9752541
2122,-163.5354031
2123,-174.4575967
2124,-202.9856822
2125,-193.4850672
2126,-188.8900563
2127,-173.6295407
2128,-200.9980868
2129,-243.6138962
2130,-237.9756782
2131,-256.2540556
2132,-265.3471622
2133,-226.4976697
2134,-160.0422234
2135,-135.2700166
2136,-120.1291647
2137,-112.6703131
2138,-107.5763808
2139,-103.5863947
2140,-125.282835
2141,-199.4778355
2142,-261.573525
2143,-204.2390742
2144,-192.2176004
2145,-184.6507479
2146,-207.5702821
2147,-240.7479913
2148,-249.2157138
2149,-257.5748121
2150,-243.9878965
2151,-215.1947366
2152,-235.7777644
2153,-262.4659586
2154,-263.5744038
2155,-265.8382204
2156,-262.9423939
2157,-252.9497618
2158,-186.2876119
2159,-157.5876874
2160,-141.8371423
2161,-131.2210781
2162,-124.9614745
2163,-126.1634369
2164,-130.6904816
2165,-155.5186343
2166,-226.2651394
2167,-264.4231535
2168,-265.2075195
2169,-266.4056763
2170,-284.3926953
2171,-292.5387856
2172,-296.0905341
2173,-295.286279
2174,-293.8035199
2175,-294.7770332
2176,-296.8134735
2177,-265.8209296
2178,-248.0617691
2179,-253.1065496
2180,-266.2792484
2181,-265.737074
2182,-221.2361865
2183,-178.7611148
2184,-156.1001222
2185,-140.2442959
2186,-133.3100241
2187,-134.9754928
2188,-136.7408146
2189,-161.932918
2190,-230.7525104
2191,-263.7833243
2192,-262.3339972
2193,-244.455425
2194,-266.1017488
2195,-260.5023909
2196,-261.480321
2197,-262.6493667
2198,-260.3950805
2199,-263.5403505
2200,-277.4333547
2201,-263.1695708
2202,-265.7124354
2203,-263.7309498
2204,-261.6290841
2205,-260.5700713
2206,-204.6201453
2207,-185.6748484
2208,-166.1760648
2209,-154.0879475
2210,-142.4545735
2211,-138.7455827
2212,-160.6606398
2213,-244.5078052
2214,-263.1312951
2215,-251.6730852
2216,-247.9062578
2217,-249.0730123
2218,-264.9776073
2219,-272.2446478
2220,-282.45923
2221,-292.881272
2222,-300.6709951
2223,-298.9059797
2224,-294.4650182
2225,-291.8775154
2226,-290.6104212
2227,-280.8537528
2228,-270.7717679
2229,-252.6378015
2230,-191.8677844
2231,-184.4660249
2232,-171.6858479
2233,-161.6684455
2234,-152.5995659
2235,-155.9997505
2236,-176.1994021
2237,-251.8316423
2238,-262.9368174
2239,-244.0325967
2240,-213.479993
2241,-169.7373447
2242,-149.8516895
2243,-154.3460261
2244,-153.9741743
2245,-183.85509
2246,-173.3612886
2247,-159.1181348
2248,-198.7002821
2249,-246.1027428
2250,-237.1108862
2251,-254.7568253
2252,-264.4793606
2253,-223.5825811
2254,-156.6837032
2255,-132.1007325
2256,-117.5143405
2257,-108.3780146
2258,-103.7691089
2259,-103.6229258
2260,-125.8227028
2261,-200.2479399
2262,-261.6951216
2263,-200.3494812
2264,-179.5701086
2265,-154.5071567
2266,-139.5496383
2267,-138.2855998
2268,-140.8562581
2269,-134.4735784
2270,-133.3877362
2271,-137.1929766
2272,-178.2990296
2273,-228.8101452
2274,-221.1664201
2275,-236.2021278
2276,-262.3228583
2277,-214.5468955
2278,-152.3970557
2279,-126.8458416
2280,-109.1594204
2281,-101.154308
2282,-98.30946194
2283,-96.8068616
2284,-118.1245741
2285,-191.193247
2286,-254.739813
2287,-195.4840294
2288,-168.5362099
2289,-139.6630959
2290,-127.6585553
2291,-142.4879995
2292,-171.9844945
2293,-152.7416418
2294,-168.7705628
2295,-167.5091824
2296,-191.4818312
2297,-238.7266206
2298,-230.6856299
2299,-248.1979216
2300,-263.8158259
2301,-221.0046536
2302,-156.4379297
2303,-130.4814637
2304,-114.374682
2305,-103.8707677
2306,-100.1563569
2307,-103.1298756
2308,-122.075842
2309,-192.3951708
2310,-259.6183847
2311,-212.3088114
2312,-200.8908741
2313,-201.8645247
2314,-224.8158898
2315,-268.5089517
2316,-273.219211
2317,-277.0543266
2318,-279.8248726
2319,-282.8968653
2320,-279.9187909
2321,-272.8337643
2322,-259.5991614
2323,-266.5284086
2324,-263.2391141
2325,-265.0365764
2326,-194.7806092
2327,-162.0304959
2328,-146.2531237
2329,-131.5065747
2330,-123.0806131
2331,-123.0979808
2332,-128.4227255
2333,-153.7952395
2334,-230.8312116
2335,-262.1088688
2336,-265.3847618
2337,-265.4081961
2338,-267.5073437
2339,-272.2806485
2340,-266.2017158
2341,-277.4530204
2342,-284.9279552
2343,-291.5397641
2344,-294.3125853
2345,-264.243194
2346,-264.8910723
2347,-265.5468659
2348,-267.9140762
2349,-263.3080145
2350,-220.4131576
2351,-177.585544
2352,-155.9729723
2353,-145.7263759
2354,-143.1298503
2355,-146.8230317
2356,-150.4092396
2357,-177.4230599
2358,-248.0933745
2359,-262.3225651
2360,-267.066503
2361,-218.6132789
2362,-208.0384848
2363,-267.5985652
2364,-257.4947335
2365,-251.8828679
2366,-269.850877
2367,-269.9863829
2368,-266.3250295
2369,-269.466983
2370,-244.583462
2371,-262.355436
2372,-265.6939936
2373,-265.7533024
2374,-215.3227844
2375,-175.3518712
2376,-150.4597481
2377,-138.2700855
2378,-129.2973932
2379,-128.1833122
2380,-148.1403764
2381,-227.1792065
2382,-264.0492991
2383,-250.6964776
2384,-233.0081417
2385,-240.2865679
2386,-273.2182616
2387,-277.4448974
2388,-280.8880971
2389,-285.5720319
2390,-290.0941054
2391,-294.2045565
2392,-294.2577735
2393,-286.9567178
2394,-281.005402
2395,-274.9982451
2396,-270.5700742
2397,-266.5906307
2398,-167.1749948
2399,-157.1308429
2400,-155.014836
2401,-145.952651
2402,-136.7326291
2403,-137.279922
2404,-161.0424972
2405,-247.1412699
2406,-262.0207559
2407,-266.0514684
2408,-259.6940352
2409,-265.1826224
2410,-281.5092105
2411,-291.2019863
2412,-295.0528076
2413,-296.4862932
2414,-299.0923192
2415,-305.1265844
2416,-300.3259231
2417,-296.3522299
2418,-291.5566018
2419,-283.6914761
2420,-275.7664448
2421,-266.4315383
2422,-202.5949205
2423,-161.2149311
2424,-158.8228583
2425,-157.1301192
2426,-153.2730382
2427,-152.4649814
2428,-174.5439941
2429,-259.8906413
2430,-262.7363123
2431,-263.7290103
2432,-274.2953527
2433,-285.2308719
2434,-296.3144051
2435,-300.6060943
2436,-300.2677639
2437,-302.093723
2438,-305.4216771
2439,-307.852678
2440,-307.5666775
2441,-302.8457079
2442,-302.2971757
2443,-295.2053871
2444,-288.4365467
2445,-263.1552438
2446,-270.3364619
2447,-165.9718411
2448,-112.2496378
2449,-184.9085418
2450,-185.008203
2451,-158.9947618
2452,-168.502064
2453,-239.5839701
2454,-265.4376211
2455,-259.649788
2456,-267.0814824
2457,-282.5762378
2458,-278.8195503
2459,-291.6756115
2460,-296.0528656
2461,-266.4265634
2462,-209.6941186
2463,-142.5339942
2464,-146.8838988
2465,-230.8693858
2466,-243.5278294
2467,-266.3297824
2468,-264.424281
2469,-254.7249647
2470,-188.1827663
2471,-161.050203
2472,-143.1321368
2473,-134.5432052
2474,-129.6600625
2475,-132.6786126
2476,-155.1660721
2477,-238.2725386
2478,-265.111406
2479,-234.2231859
2480,-203.5983741
2481,-171.9040671
2482,-165.3731641
2483,-257.0826195
2484,-166.4635005
2485,-117.2484441
2486,-145.7412331
2487,-147.1298473
2488,-168.3251855
2489,-226.7027468
2490,-231.476571
2491,-252.000798
2492,-263.942787
2493,-231.4577085
2494,-165.797058
2495,-140.5847973
2496,-127.8427276
2497,-118.6020993
2498,-114.458108
2499,-118.0708797
2500,-122.6160449
2501,-148.0919366
2502,-220.6799117
2503,-263.7140758
2504,-259.453843
2505,-228.8411594
2506,-228.1607653
2507,-266.2070657
2508,-275.1490965
2509,-225.7013758
2510,-265.748174
2511,-283.0407596
2512,-273.7651543
2513,-231.4745926
2514,-243.0379545
2515,-266.1853652
2516,-265.2400398
2517,-264.9374158
2518,-213.0335139
2519,-169.1651831
2520,-145.7882245
2521,-133.4840736
2522,-127.6682324
2523,-129.6265031
2524,-134.337072
2525,-159.9900499
2526,-229.8535293
2527,-263.2548838
2528,-265.9236795
2529,-212.5678116
2530,-193.2314162
2531,-195.6835255
2532,-190.5972604
2533,-190.0193004
2534,-180.9585956
2535,-187.3513146
2536,-216.5767401
2537,-250.3153342
2538,-268.0854555
2539,-266.9583358
2540,-266.41572
2541,-264.8824898
2542,-204.8241264
2543,-160.1443416
2544,-134.737491
2545,-124.5450591
2546,-119.2799118
2547,-120.1415029
2548,-140.0476111
2549,-223.2003013
2550,-263.4101743
2551,-251.701795
2552,-240.6169751
2553,-235.1263706
2554,-266.6737654
2555,-274.2845624
2556,-276.1824253
2557,-284.059528
2558,-287.9485499
2559,-291.188709
2560,-289.1580783
2561,-281.2671954
2562,-278.5782629
2563,-272.6286674
2564,-267.1491383
2565,-258.2781327
2566,-194.4308429
2567,-178.8716129
2568,-160.0395269
2569,-146.0603794
2570,-136.5987614
2571,-135.5599745
2572,-155.8028568
2573,-238.4657676
2574,-262.2537858
2575,-266.6235799
2576,-258.4339088
2577,-268.5657689
2578,-274.8689118
2579,-283.3382911
2580,-288.1388499
2581,-292.9185052
2582,-292.7343518
2583,-300.8785974
2584,-293.8059363
2585,-278.7381337
2586,-267.050026
2587,-265.8994373
2588,-260.3476
2589,-265.6994518
2590,-209.0016683
2591,-181.7954933
2592,-163.7746488
2593,-152.0794651
2594,-144.3280298
2595,-145.5635916
2596,-167.3868323
2597,-251.3232617
2598,-262.3305948
2599,-255.7541015
2600,-255.3932223
2601,-245.3359207
2602,-258.9812267
2603,-267.0569571
2604,-276.5376446
2605,-282.1538719
2606,-284.4270337
2607,-286.235611
2608,-283.7728731
2609,-277.0589686
2610,-276.1116371
2611,-270.9891346
2612,-266.6068797
2613,-268.3713751
2614,-221.3119351
2615,-194.5504665
2616,-174.297125
2617,-162.598739
2618,-153.4900197
2619,-151.013266
2620,-173.3274561
2621,-258.7163639
2622,-261.1283899
2623,-267.0130996
2624,-263.2301955
2625,-274.1751736
2626,-283.7959489
2627,-291.1148768
2628,-293.4439072
2629,-298.0074244
2630,-298.6693853
2631,-304.4767152
2632,-304.2164983
2633,-295.5462701
2634,-289.2346517
2635,-283.751655
2636,-275.1864806
2637,-265.5159185
2638,-262.1147239
2639,-152.8462665
2640,-151.2391807
2641,-155.5376627
2642,-150.3716245
2643,-151.3497164
2644,-170.3745494
2645,-254.7469432
2646,-260.8063291
2647,-262.7583678
2648,-272.8084093
2649,-291.3895872
2650,-301.5357556
2651,-305.2483255
2652,-306.6997725
2653,-306.1684253
2654,-302.9157247
2655,-302.8324524
2656,-299.2415019
2657,-284.2693047
2658,-242.275406
2659,-241.6570083
2660,-263.5240689
2661,-260.9902397
2662,-199.5387919
2663,-175.5427137
2664,-160.7250319
2665,-147.4708916
2666,-137.4511085
2667,-133.0168184
2668,-133.2197813
2669,-161.4193593
2670,-240.7619602
2671,-262.1789308
2672,-266.4540577
2673,-224.0479605
2674,-251.5233308
2675,-266.7486632
2676,-268.6204999
2677,-266.7292015
2678,-242.6836006
2679,-263.8181055
2680,-249.7499666
2681,-264.3934
2682,-265.8461916
2683,-263.4464369
2684,-263.4099547
2685,-264.923151
2686,-222.8540859
2687,-178.4708455
2688,-154.7597267
2689,-138.5097085
2690,-129.0632169
2691,-129.033686
2692,-132.5193796
2693,-162.3082589
2694,-241.7097292
2695,-261.8217502
2696,-265.3225416
2697,-246.2121618
2698,-210.1861701
2699,-164.0004153
2700,-153.4660035
2701,-172.6994236
2702,-182.3175364
2703,-199.2839593
2704,-207.2868531
2705,-236.0141433
2706,-247.5881468
2707,-260.8896085
2708,-261.7970073
2709,-247.8852354
2710,-178.6741828
2711,-136.1653269
2712,-114.208511
2713,-105.4923566
2714,-98.79926657
2715,-100.7385193
2716,-122.0790025
2717,-197.9283052
2718,-265.7965335
2719,-225.4987587
2720,-207.424702
2721,-190.721316
2722,-201.949052
2723,-227.9353961
2724,-249.3781997
2725,-246.1960125
2726,-235.8929964
2727,-269.0204316
2728,-273.454229
2729,-270.3512662
2730,-258.5330376
2731,-266.4363346
2732,-263.3608313
2733,-263.5486532
2734,-198.4780325
2735,-170.9382219
2736,-150.2749184
2737,-137.3220859
2738,-121.7943889
2739,-123.1937964
2740,-141.3698532
2741,-220.3066646
2742,-263.7051311
2743,-242.3210788
2744,-226.379071
2745,-214.3741018
2746,-204.4023852
2747,-217.5124356
2748,-191.5762454
2749,-197.3278077
2750,-218.2265851
2751,-212.813909
2752,-249.9952925
2753,-265.6940904
2754,-267.2837946
2755,-265.9068479
2756,-263.2266865
2757,-247.4314391
2758,-178.0031072
2759,-149.5829651
2760,-127.2220986
2761,-113.8743719
2762,-111.7271483
2763,-104.5680836
2764,-123.3742675
2765,-213.8706034
2766,-262.6918216
2767,-250.1028973
2768,-234.8733693
2769,-219.614984
2770,-269.7818113
2771,-274.5853376
2772,-280.6454646
2773,-287.4761881
2774,-292.1571252
2775,-293.4406991
2776,-294.0913929
2777,-289.0220676
2778,-287.2143176
2779,-282.0784256
2780,-275.2843914
2781,-267.9981523
2782,-242.0784946
2783,-188.550361
2784,-130.0417359
2785,-158.9487624
2786,-136.4837817
2787,-138.6287795
2788,-167.6309118
2789,-253.7566932
2790,-268.4646842
2791,-236.0430209
2792,-192.2608585
2793,-237.8735182
2794,-234.3378421
2795,-255.8219996
2796,-195.8888473
2797,-126.1391189
2798,-106.1429903
2799,-131.8416773
2800,-178.9389095
2801,-243.6154851
2802,-243.724049
2803,-265.1419906
2804,-264.6494133
2805,-240.3746807
2806,-168.2127795
2807,-138.027748
2808,-122.5892477
2809,-113.3432433
2810,-109.8668236
2811,-105.2510631
2812,-127.5305424
2813,-215.2178412
2814,-262.4053522
2815,-233.6315442
2816,-212.9704965
2817,-174.5295158
2818,-157.7004629
2819,-169.774772
2820,-194.3636583
2821,-211.7055721
2822,-202.265752
2823,-211.5903155
2824,-251.2070905
2825,-264.5278021
2826,-259.6119378
2827,-266.6960049
2828,-264.0643683
2829,-240.9588171
2830,-173.0259968
2831,-143.4319126
2832,-125.65833
2833,-114.5305111
2834,-107.8792275
2835,-99.05354437
2836,-102.9631384
2837,-136.4552067
2838,-214.9726885
2839,-263.6523162
2840,-265.1064294
2841,-235.7457101
2842,-228.1395718
2843,-249.0240115
2844,-268.3375622
2845,-277.7843421
2846,-280.9073542
2847,-278.3036089
2848,-281.6130228
2849,-270.1228731
2850,-267.380802
2851,-267.1914933
2852,-266.631289
2853,-267.1666728
2854,-210.3321739
2855,-158.0184961
2856,-150.8099268
2857,-142.609778
2858,-136.6848411
2859,-137.1982345
2860,-138.2133111
2861,-165.4308754
2862,-246.5361284
2863,-262.543379
2864,-262.1874872
2865,-263.8379189
2866,-265.6457565
2867,-264.5296974
2868,-263.4370119
2869,-262.8862519
2870,-264.3010511
2871,-266.4041034
2872,-269.1755257
2873,-265.0514229
2874,-267.2507565
2875,-263.4779913
2876,-266.6120229
2877,-266.699858
2878,-236.635919
2879,-197.0488018
2880,-171.0693251
2881,-158.5947073
2882,-150.1059793
2883,-149.713986
2884,-170.7268883
2885,-255.230675
2886,-262.5766948
2887,-264.4732853
2888,-255.5938867
2889,-268.6494024
2890,-277.9061241
2891,-284.6248934
2892,-287.0330084
2893,-291.2534566
2894,-295.8344249
2895,-299.1859133
2896,-296.2914352
2897,-289.2177564
2898,-287.5917852
2899,-283.0886516
2900,-269.3152099
2901,-242.5730249
2902,-204.8495588
2903,-188.9394854
2904,-170.732373
2905,-163.7149888
2906,-155.1472303
2907,-149.6336279
2908,-173.266939
2909,-259.3382134
2910,-262.1898109
2911,-268.2391439
2912,-266.4319022
2913,-284.9761692
2914,-294.5327651
2915,-298.3632663
2916,-300.0244378
2917,-300.1629061
2918,-301.4767833
2919,-302.1089583
2920,-299.9532777
2921,-291.0522476
2922,-284.3978113
2923,-279.6186748
