,commercial
4338,-307.7190586
4339,-301.8723893
4340,-294.1342179
4341,-257.8489322
4342,-264.6909267
4343,-179.5734302
4344,-172.7357206
4345,-168.5553123
4346,-184.1088446
4347,-186.8636659
4348,-187.8485019
4349,-253.1072688
4350,-270.92448
4351,-265.421092
4352,-268.5597881
4353,-281.9158834
4354,-291.0907361
4355,-293.9564118
4356,-295.9985527
4357,-300.355281
4358,-304.942396
4359,-305.7705938
4360,-302.4519357
4361,-285.5956771
4362,-279.582694
4363,-268.7861545
4364,-254.3333618
4365,-263.6744498
4366,-267.6913051
4367,-187.0294011
4368,-164.8962263
4369,-169.0993484
4370,-146.0840751
4371,-167.0037491
4372,-179.7806171
4373,-231.2199561
4374,-262.1721938
4375,-257.2055036
4376,-260.9477535
4377,-259.9800326
4378,-262.8800012
4379,-263.4932328
4380,-262.0170473
4381,-261.3733559
4382,-264.1782204
4383,-264.7337719
4384,-268.1505847
4385,-260.4380685
4386,-257.3266371
4387,-256.0606524
4388,-257.1210894
4389,-256.102384
4390,-265.8614622
4391,-168.0854115
4392,-155.0985238
4393,-160.032948
4394,-176.5350641
4395,-157.2091794
4396,-205.6423722
4397,-241.3671584
4398,-267.8896173
4399,-278.106929
4400,-281.413058
4401,-288.8311739
4402,-295.4231115
4403,-302.2358698
4404,-300.7790667
4405,-310.8962225
4406,-312.4638726
4407,-313.9268576
4408,-302.6240018
4409,-292.9925271
4410,-286.2883822
4411,-276.1123492
4412,-270.8693948
4413,-262.7694361
4414,-269.2029996
4415,-170.387394
4416,-133.2511306
4417,-191.6253729
4418,-128.0953553
4419,-195.1802924
4420,-164.344621
4421,-245.4290499
4422,-267.6296556
4423,-258.3272412
4424,-259.0900365
4425,-265.2876353
4426,-265.543978
4427,-266.6248392
4428,-266.334983
4429,-264.7569952
4430,-264.1145119
4431,-277.7372879
4432,-290.7617399
4433,-267.7866565
4434,-259.4637746
4435,-259.7393725
4436,-262.0473004
4437,-262.9882775
4438,-259.2932835
4439,-174.8478524
4440,-124.8522041
4441,-193.8466673
4442,-142.2542918
4443,-142.3818269
4444,-179.2410877
4445,-262.013243
4446,-259.8785744
4447,-262.6329651
4448,-282.9074017
4449,-300.4875357
4450,-306.1248182
4451,-306.2913486
4452,-309.6404473
4453,-314.9129787
4454,-318.4532532
4455,-322.5206583
4456,-317.5073046
4457,-302.9746305
4458,-298.1184409
4459,-295.2609197
4460,-285.255054
4461,-262.8815385
4462,-263.074609
4463,-172.2124244
4464,-185.054873
4465,-155.1714417
4466,-158.4903151
4467,-143.3349758
4468,-187.4410144
4469,-242.1147219
4470,-277.9154298
4471,-295.8308616
4472,-303.5847311
4473,-311.6509201
4474,-319.78435
4475,-326.0026217
4476,-332.5798044
4477,-333.0977546
4478,-339.9372866
4479,-355.2464395
4480,-361.7352151
4481,-338.3384586
4482,-326.7741287
4483,-311.5735026
4484,-305.3426755
4485,-253.4120728
4486,-262.5167341
4487,-190.8417368
4488,-185.0064314
4489,-196.5364303
4490,-193.9405736
4491,-159.5383637
4492,-174.494859
4493,-268.8371016
4494,-295.8274337
4495,-310.7200222
4496,-314.7898761
4497,-313.6699305
4498,-307.7658357
4499,-305.8600018
4500,-306.0863893
4501,-305.4957479
4502,-308.678609
4503,-308.1183323
4504,-306.5973481
4505,-297.3693001
4506,-293.6356522
4507,-292.5330997
4508,-289.3116272
4509,-253.9618361
4510,-259.0864036
4511,-107.1638126
4512,-133.5092839
4513,-175.4941591
4514,-99.0113436
4515,-135.8325685
4516,-155.8378708
4517,-242.3479324
4518,-286.8024432
4519,-287.6561954
4520,-294.5654433
4521,-301.7529798
4522,-308.2849718
4523,-313.0889046
4524,-317.1128999
4525,-319.2445962
4526,-322.6175719
4527,-325.4400379
4528,-323.8363493
4529,-296.4993211
4530,-289.7137463
4531,-267.8432032
4532,-258.6993392
4533,-260.3130622
4534,-266.0619215
4535,-168.57277
4536,-122.7267789
4537,-193.6114692
4538,-114.6280823
4539,-194.7003758
4540,-148.2532006
4541,-244.4470637
4542,-271.9390817
4543,-278.6849622
4544,-287.1913831
4545,-291.899186
4546,-267.0199445
4547,-260.1134989
4548,-260.0137631
4549,-258.3725184
4550,-273.9395748
4551,-305.4091073
4552,-311.1197543
4553,-302.1246304
4554,-302.896836
4555,-275.880024
4556,-250.4365595
4557,-250.5649993
4558,-260.555902
4559,-202.0574142
4560,-185.7807801
4561,-170.9991254
4562,-172.9749829
4563,-180.0566885
4564,-199.1056461
4565,-279.0569185
4566,-303.265039
4567,-321.526119
4568,-330.1189854
4569,-341.6006008
4570,-346.2602492
4571,-351.1379693
4572,-368.9679625
4573,-374.6129747
4574,-388.7383356
4575,-404.7113996
4576,-404.7695241
4577,-375.8810575
4578,-357.66013
4579,-324.0831853
4580,-313.6156575
4581,-252.1486673
4582,-259.2654087
4583,-224.3653716
4584,-224.6926457
4585,-189.4687169
4586,-188.9029653
4587,-194.8640325
4588,-214.3655174
4589,-272.1904097
4590,-297.0143931
4591,-317.4399335
4592,-324.6714376
4593,-332.8411797
4594,-338.419196
4595,-346.4919316
4596,-363.5803299
4597,-366.4141774
4598,-374.6713509
4599,-388.8072003
4600,-386.6992867
4601,-355.6139676
4602,-345.3194478
4603,-324.7312024
4604,-309.3894582
4605,-253.7869148
4606,-262.2626309
4607,-201.5507628
4608,-206.4172746
4609,-172.3180464
4610,-160.3885399
4611,-171.4801224
4612,-205.6019917
4613,-252.6175757
4614,-284.6032196
4615,-305.5304549
4616,-317.7916265
4617,-326.1199853
4618,-330.6871016
4619,-338.3357052
4620,-363.9903472
4621,-372.1839105
4622,-374.7239295
4623,-380.9154124
4624,-379.8043261
4625,-352.5729342
4626,-344.967562
4627,-323.7473874
4628,-314.00778
4629,-252.9098869
4630,-257.9224698
4631,-216.4542571
4632,-222.3661798
4633,-203.5927522
4634,-195.2423222
4635,-210.902865
4636,-215.2515114
4637,-271.508565
4638,-296.7626866
4639,-310.4471857
4640,-318.5838571
4641,-330.3338923
4642,-344.6977216
4643,-347.9788598
4644,-359.387956
4645,-372.9057369
4646,-377.9242973
4647,-385.4667734
4648,-388.8560976
4649,-351.9240129
4650,-333.4259905
4651,-316.7776681
4652,-305.3614472
4653,-251.295073
4654,-263.9196891
4655,-191.4115463
4656,-196.6755668
4657,-205.5621203
4658,-203.2711539
4659,-167.9495269
4660,-184.3458989
4661,-255.6956234
4662,-272.3749582
4663,-280.0019767
4664,-282.9673237
4665,-291.5326526
4666,-300.5242328
4667,-305.7256432
4668,-313.277184
4669,-312.9622324
4670,-314.7539443
4671,-324.6359458
4672,-328.1457482
4673,-314.9797154
4674,-308.4774943
4675,-297.7426307
4676,-290.5916293
4677,-260.3388653
4678,-267.5173226
4679,-179.5736926
4680,-164.2319331
4681,-160.1282844
4682,-154.258642
4683,-183.2877492
4684,-191.7654455
4685,-239.9003648
4686,-279.2061114
4687,-280.4371572
4688,-292.2755523
4689,-304.788027
4690,-311.0418435
4691,-315.9334914
4692,-319.5159763
4693,-320.3711433
4694,-322.6512673
4695,-328.1076009
4696,-330.3111585
4697,-302.982978
4698,-293.8493066
4699,-280.1315329
4700,-252.3007103
4701,-255.2676522
4702,-262.7269496
4703,-190.6679094
4704,-187.8461783
4705,-150.453861
4706,-171.7379322
4707,-190.8683771
4708,-110.8753852
4709,-245.6280183
4710,-275.108913
4711,-278.3352289
4712,-288.4151239
4713,-289.9824651
4714,-285.435
4715,-263.3058793
4716,-273.5185479
4717,-271.0630884
4718,-282.3751813
4719,-318.8097366
4720,-305.0849102
4721,-316.100648
4722,-294.2303664
4723,-282.2078454
4724,-249.8276137
4725,-250.7755743
4726,-257.9429173
4727,-189.4763629
4728,-173.9031667
4729,-174.6670431
4730,-192.3446094
4731,-185.9795672
4732,-168.2988964
4733,-248.1039291
4734,-290.8804043
4735,-300.0572104
4736,-305.8135063
4737,-314.0679206
4738,-320.3898828
4739,-323.7836808
4740,-335.0088958
4741,-341.1493872
4742,-346.1170632
4743,-366.2565002
4744,-370.3517021
4745,-341.0410857
4746,-324.5567658
4747,-313.0016181
4748,-305.4358676
4749,-252.1100232
4750,-259.4236341
4751,-191.5812431
4752,-190.5585004
4753,-195.3127462
4754,-195.0407651
4755,-163.129091
4756,-171.9761779
4757,-275.020341
4758,-292.7832342
4759,-303.4379012
4760,-307.1112228
4761,-314.2366169
4762,-325.9177135
4763,-333.0261222
4764,-343.5918439
4765,-348.1657301
4766,-352.3350087
4767,-365.1961153
4768,-368.9267242
4769,-340.8259952
4770,-322.1867751
4771,-308.7970755
4772,-300.1213523
4773,-250.5498987
4774,-261.4049218
4775,-196.0587201
4776,-193.6361483
4777,-197.8397011
4778,-204.4353077
4779,-163.2541287
4780,-179.2176963
4781,-274.9688149
4782,-293.6662107
4783,-302.0076193
4784,-306.8047937
4785,-311.6304262
4786,-316.7042858
4787,-319.4603794
4788,-331.554765
4789,-341.332386
4790,-344.4080769
4791,-350.4483241
4792,-355.7353241
4793,-333.37306
4794,-326.8106856
4795,-314.8653395
4796,-306.0850843
4797,-255.0264942
4798,-262.8417732
4799,-189.307515
4800,-188.9538857
4801,-192.5278092
4802,-188.3453459
4803,-189.5860839
4804,-172.9951195
4805,-260.5822061
4806,-287.9752077
4807,-303.660285
4808,-314.080395
4809,-322.8575081
4810,-330.0046184
4811,-335.3164595
4812,-350.5743984
4813,-351.6568115
4814,-352.4016026
4815,-361.3104192
4816,-368.4293201
4817,-341.3724817
4818,-332.3044657
4819,-316.9612923
4820,-311.5056381
4821,-255.4193653
4822,-262.0833698
4823,-199.9264372
4824,-194.6922714
4825,-193.361817
4826,-191.6385326
4827,-159.4390866
4828,-170.1237121
4829,-267.1387914
4830,-291.6195148
4831,-313.6663512
4832,-324.8665192
4833,-339.0715101
4834,-343.9482016
4835,-348.081299
4836,-367.9380734
4837,-368.2507064
4838,-370.7370479
4839,-383.4918463
4840,-381.6562458
4841,-355.5608088
4842,-354.9023528
4843,-338.4247852
4844,-323.9043409
4845,-251.4093753
4846,-258.9838556
4847,-241.2515756
4848,-237.5601104
4849,-206.016414
4850,-199.0399585
4851,-194.8457804
4852,-208.5533724
4853,-265.8937887
4854,-309.4527702
4855,-314.6850384
4856,-324.2577452
4857,-331.0758559
4858,-332.7643211
4859,-336.9545116
4860,-349.3939259
4861,-351.7185758
4862,-352.2858758
4863,-358.0387479
4864,-360.7815234
4865,-313.6894536
4866,-299.9607618
4867,-307.8295383
4868,-273.1054399
4869,-242.4017741
4870,-247.3960391
4871,-249.64114
4872,-247.1876832
4873,-242.1383837
4874,-172.4851948
4875,-169.8174423
4876,-178.5608313
4877,-225.4118786
4878,-286.6768205
4879,-282.2150501
4880,-298.6901123
4881,-294.589159
4882,-293.5648727
4883,-266.0498285
4884,-297.2064848
4885,-288.5993727
4886,-310.2451167
4887,-311.9725119
4888,-325.7917886
4889,-302.2895777
4890,-313.5530701
4891,-287.1049598
4892,-268.0706694
4893,-239.7107232
4894,-243.8840159
4895,-227.9918148
4896,-212.4230993
4897,-159.6267094
4898,-203.9654338
4899,-204.7931402
4900,-204.5566372
4901,-234.6312096
4902,-286.7934998
4903,-298.239017
4904,-308.2226194
4905,-323.1061744
4906,-337.9190392
4907,-344.7449175
4908,-368.2198953
4909,-370.9485231
4910,-377.9642426
4911,-387.3410993
4912,-386.6694158
4913,-363.2900331
4914,-357.1987486
4915,-331.3118251
4916,-317.2925219
4917,-237.2708399
4918,-247.4281317
4919,-194.7083572
4920,-204.8972225
4921,-173.2329121
4922,-170.8302146
4923,-189.2201706
4924,-201.9395083
4925,-252.1428949
4926,-288.7356206
4927,-301.3716155
4928,-303.1356213
4929,-308.8946142
4930,-314.0824175
4931,-315.3316945
4932,-320.4915178
4933,-319.9264145
4934,-325.3369151
4935,-332.2719003
4936,-326.7858555
4937,-313.3325066
4938,-312.2185646
4939,-304.0530695
4940,-300.2533872
4941,-251.1747936
4942,-258.8391609
4943,-166.5247767
4944,-188.1071999
4945,-146.1001721
4946,-145.256849
4947,-154.9119467
4948,-186.9331318
4949,-243.2082264
4950,-283.6366616
4951,-298.3909329
4952,-303.6029711
4953,-306.9734358
4954,-309.3950608
4955,-311.5953504
4956,-313.2987982
4957,-312.990553
4958,-315.8338853
4959,-318.2995042
4960,-314.8594793
4961,-306.1618911
4962,-303.9196258
4963,-298.9381129
4964,-292.7181117
4965,-262.5762937
4966,-268.85506
4967,-162.7285821
4968,-108.3867487
4969,-177.6150235
4970,-181.3853649
4971,-162.400228
4972,-172.3039698
4973,-242.2513275
4974,-275.2728784
4975,-286.8942266
4976,-297.8851499
4977,-302.7063582
4978,-309.1441891
4979,-317.6486303
4980,-327.8103912
4981,-329.7519277
4982,-332.1876573
4983,-337.9267812
4984,-336.7411761
4985,-324.6895507
4986,-321.878843
4987,-312.3314227
4988,-303.3914948
4989,-256.7408185
4990,-264.1648265
4991,-187.757076
4992,-172.5428018
4993,-178.801391
4994,-177.2350846
4995,-180.3128416
4996,-188.6015429
4997,-256.6431321
4998,-274.262056
4999,-280.4977752
5000,-287.3023891
5001,-297.7787441
5002,-302.0689131
5003,-305.4092028
5004,-307.8523092
5005,-306.0962158
5006,-306.4444894
5007,-312.9840146
5008,-314.5422214
5009,-302.1769085
5010,-301.587084
5011,-301.4213045
5012,-296.1319921
5013,-255.238426
5014,-261.4919199
5015,-157.2536309
5016,-150.2318588
5017,-139.3586372
5018,-156.828461
5019,-158.9959027
5020,-181.8376625
5021,-257.7354044
5022,-283.9717194
5023,-278.5241188
5024,-283.4542833
5025,-293.2740072
5026,-301.5199714
5027,-305.9067915
5028,-308.9647922
5029,-313.5935571
5030,-318.7996439
5031,-318.8125725
5032,-317.6118546
5033,-261.0751625
5034,-256.7479879
5035,-254.2596757
5036,-254.5105293
5037,-255.7804042
5038,-262.8610257
5039,-173.4439497
5040,-193.2439436
5041,-108.0165467
5042,-186.0895872
5043,-120.5828963
5044,-143.6869291
5045,-223.9327705
5046,-264.1479526
5047,-259.25761
5048,-260.6363784
5049,-265.4605958
5050,-266.7922602
5051,-265.2110127
5052,-263.187923
5053,-261.0318925
5054,-263.6119702
5055,-302.3216884
5056,-301.5672961
5057,-298.6005103
5058,-267.9792431
5059,-255.8828369
5060,-256.8342216
5061,-259.5225455
5062,-265.0946825
5063,-164.7519801
5064,-149.9739536
5065,-157.0834241
5066,-132.3075168
5067,-146.3818895
5068,-175.7763266
5069,-261.2048192
5070,-255.4550853
5071,-271.9292186
5072,-291.6131464
5073,-299.6619204
5074,-302.30161
5075,-307.3942228
5076,-316.8239227
5077,-320.0088458
5078,-318.4967942
5079,-334.6877123
5080,-335.0480781
5081,-318.1556413
5082,-311.7966953
5083,-299.7819046
5084,-287.8334377
5085,-258.2097241
5086,-266.5532727
5087,-176.9390903
5088,-193.5425138
5089,-161.1519206
5090,-159.8964009
5091,-150.6655354
5092,-166.9714637
5093,-263.0120923
5094,-258.5426731
5095,-278.1959378
5096,-296.8274195
5097,-304.8455293
5098,-312.9812651
5099,-318.1954958
5100,-319.3018471
5101,-319.546777
5102,-324.4234932
5103,-328.1010012
5104,-326.9185961
5105,-318.6598284
5106,-315.8707966
5107,-310.6160217
5108,-304.6305234
5109,-258.7483528
5110,-265.051345
5111,-187.0707237
5112,-197.1371581
5113,-153.4694852
5114,-153.3594008
5115,-172.4854474
5116,-195.4913644
5117,-247.9868949
5118,-284.0648768
5119,-297.3041406
5120,-305.869466
5121,-318.5732305
5122,-328.3794866
5123,-332.2215413
5124,-342.6268166
5125,-348.0306817
5126,-356.9617257
5127,-359.9598206
5128,-344.3829691
5129,-316.710254
5130,-313.8305026
5131,-308.3310554
5132,-298.1601542
5133,-256.9215055
5134,-263.980581
5135,-188.8651612
5136,-177.5612007
5137,-175.7713671
5138,-197.6870426
5139,-189.1358791
5140,-166.5778262
5141,-256.5949677
5142,-290.634127
5143,-295.1199619
5144,-299.6526999
5145,-304.9701532
5146,-310.2852542
5147,-313.9472933
5148,-322.2353269
5149,-329.9004775
5150,-334.0454052
5151,-338.5499535
5152,-336.4964468
5153,-317.157884
5154,-312.3475364
5155,-307.0739229
5156,-302.0909343
5157,-258.8409095
5158,-264.1151227
5159,-158.7636008
5160,-167.0459826
5161,-160.7702677
5162,-174.2437417
5163,-161.4304677
5164,-201.5634357
5165,-235.5934526
5166,-289.0187652
5167,-299.6827449
5168,-302.2313134
5169,-308.0046945
5170,-315.9945366
5171,-315.5213796
5172,-321.4186706
5173,-326.1991838
5174,-329.0585684
5175,-330.6096121
5176,-325.8533037
5177,-309.2356475
5178,-302.8556801
5179,-298.196311
5180,-290.7572768
5181,-259.5614403
5182,-267.1183272
5183,-161.4081536
5184,-193.4360969
5185,-168.9421515
5186,-180.9537893
5187,-163.590202
5188,-154.9460604
5189,-239.7228224
5190,-289.2137348
5191,-293.022638
5192,-302.3770135
5193,-312.2059671
5194,-322.5068215
5195,-324.8050269
5196,-323.3240778
5197,-325.9195344
5198,-329.4707398
5199,-329.8634053
5200,-327.9882551
5201,-257.3653701
5202,-256.5640084
5203,-255.542753
5204,-255.0919764
5205,-254.8495072
5206,-260.9282485
5207,-174.5385262
5208,-195.5391766
5209,-118.4759132
5210,-189.0641422
5211,-128.3207976
5212,-144.7181077
5213,-218.2126124
5214,-250.562309
5215,-243.41119
5216,-243.1435132
5217,-247.1915115
5218,-248.2822987
5219,-246.5025712
5220,-247.1863789
5221,-273.0870472
5222,-281.5528551
5223,-301.7468849
5224,-291.1083999
5225,-288.6959589
5226,-284.9026392
5227,-260.3986251
5228,-254.5287085
5229,-256.4442363
5230,-262.3932964
5231,-187.5535044
5232,-172.7487729
5233,-182.8520802
5234,-166.9129725
5235,-169.3747705
5236,-197.5546636
5237,-246.0677065
5238,-283.7635747
5239,-298.9710049
5240,-305.5142106
5241,-309.2989254
5242,-314.9355452
5243,-320.3097356
5244,-324.1144197
5245,-324.8822871
5246,-325.1089407
5247,-335.9001293
5248,-339.442687
5249,-321.4707115
5250,-316.5544914
5251,-302.711472
5252,-293.4349657
5253,-257.024486
5254,-264.7206518
5255,-181.8890687
5256,-194.0141167
5257,-165.8878549
5258,-163.8370178
5259,-166.2923241
5260,-167.719062
5261,-250.7312885
5262,-289.0919426
5263,-306.4154987
5264,-314.8113822
5265,-321.6980047
5266,-327.2565801
5267,-333.3228963
5268,-343.0265934
5269,-347.3750786
5270,-358.2164746
5271,-370.6796519
5272,-369.4647831
5273,-346.6727306
5274,-341.3887067
5275,-322.4685914
5276,-313.4641084
5277,-253.4791257
5278,-261.6898246
5279,-206.8183383
5280,-198.2370303
5281,-195.4831183
5282,-205.4841768
5283,-167.9186047
5284,-181.5462665
5285,-280.5555474
5286,-300.6292577
5287,-324.2577547
5288,-339.4953802
5289,-350.046997
5290,-360.5321319
5291,-366.5795941
5292,-382.7339246
5293,-388.3472217
5294,-393.1888712
5295,-397.085353
5296,-398.1995946
5297,-369.102662
5298,-351.7904011
5299,-331.6107423
5300,-322.9139058
5301,-251.0368591
5302,-259.0472417
5303,-226.0847521
5304,-212.4085733
5305,-175.1936687
5306,-169.9684499
5307,-175.6854857
5308,-198.1669069
5309,-259.1155278
5310,-293.8620614
5311,-326.5043797
5312,-341.3703124
5313,-355.143933
5314,-369.3671042
5315,-374.9013312
5316,-392.4846013
5317,-404.6284178
5318,-415.0204081
5319,-420.9869213
5320,-420.7267959
5321,-388.4657574
5322,-368.9894782
5323,-335.9929298
5324,-324.6370651
5325,-249.5757281
5326,-256.0996776
5327,-221.9576151
5328,-213.0444551
5329,-175.7157682
5330,-171.9399096
5331,-183.0501447
5332,-200.7077618
5333,-241.306801
5334,-274.0124593
5335,-291.826307
5336,-301.6943703
5337,-311.498657
5338,-322.4697424
5339,-337.6625908
5340,-357.4233209
5341,-368.6379841
5342,-378.6181516
5343,-388.621974
5344,-386.8438875
5345,-360.2495915
5346,-351.1435574
5347,-325.4336832
5348,-313.0966771
5349,-248.4848504
5350,-257.2482688
5351,-203.6080276
5352,-205.2942918
5353,-171.4882812
5354,-165.5350064
5355,-165.5986577
5356,-182.8318866
5357,-239.1467221
5358,-293.3835712
5359,-295.79872
5360,-309.1383873
5361,-319.006646
5362,-320.5104851
5363,-329.4079254
5364,-333.9141161
5365,-335.3852224
5366,-339.4744589
5367,-345.1864164
5368,-347.8640144
5369,-309.5045343
5370,-289.0444989
5371,-249.343305
5372,-247.1381582
5373,-245.9327543
5374,-251.167242
5375,-205.960103
5376,-200.5319975
5377,-146.4275173
5378,-173.0724073
5379,-184.2858593
5380,-158.9481497
5381,-206.4443375
5382,-255.2234685
5383,-252.4172253
5384,-262.5370415
5385,-269.0266012
5386,-258.8359237
5387,-272.531414
5388,-292.7349738
5389,-299.8131927
5390,-286.8035595
5391,-308.0212376
5392,-304.419081
5393,-305.0100865
5394,-293.8840684
5395,-258.2653871
5396,-245.6153197
5397,-246.0996347
5398,-257.73777
5399,-185.6606812
5400,-167.0907453
5401,-178.7498444
5402,-169.6855829
5403,-176.7647136
5404,-198.2881506
5405,-252.1276773
5406,-266.5720962
5407,-273.5328479
5408,-284.3365559
5409,-294.4601884
5410,-303.6757192
5411,-313.6563616
5412,-329.3644754
5413,-339.5727479
5414,-341.5675146
5415,-355.5028694
5416,-365.3500598
5417,-342.0782457
5418,-324.6600922
5419,-315.7759878
5420,-306.0055106
5421,-252.0546005
5422,-257.9990823
5423,-181.2156121
5424,-186.1793075
5425,-163.8373782
5426,-172.574533
5427,-160.2206713
5428,-162.4808486
5429,-252.2790023
5430,-271.7677042
5431,-276.2682128
5432,-286.3903459
5433,-292.9400544
5434,-299.8531068
5435,-305.9919998
5436,-315.6051649
5437,-328.3350682
5438,-343.1585305
5439,-356.5101579
5440,-359.4265225
5441,-337.330852
5442,-325.3132876
5443,-315.6730795
5444,-306.5149489
5445,-247.4576879
5446,-262.1718987
5447,-174.4679099
5448,-197.3813366
5449,-179.0871868
5450,-178.8507025
5451,-190.1950852
5452,-174.2388385
5453,-248.3815178
5454,-275.2396008
5455,-281.7716022
5456,-287.396098
5457,-294.055412
5458,-299.789992
5459,-305.4912684
5460,-305.0250332
5461,-306.4913848
5462,-314.0705702
5463,-320.8488568
5464,-316.9768798
5465,-302.5955831
5466,-299.4063191
5467,-295.9346916
5468,-293.152335
5469,-261.3108395
5470,-267.4458111
5471,-170.3789812
5472,-146.0273934
5473,-156.5903827
5474,-182.2096211
5475,-170.5923865
5476,-191.976282
5477,-262.2517374
5478,-276.3997312
5479,-285.3764754
5480,-292.5239964
5481,-301.9039992
5482,-308.4056336
5483,-312.1412887
5484,-319.9927186
5485,-325.168812
5486,-327.5535893
5487,-331.9013195
5488,-333.2529264
5489,-319.7506347
5490,-317.891512
5491,-312.269056
5492,-302.0807689
5493,-255.6175866
5494,-262.0778201
5495,-171.8843908
5496,-195.7875893
5497,-181.9530967
5498,-179.3519233
5499,-155.1729137
5500,-169.9183261
5501,-264.7412628
5502,-287.7359023
5503,-289.2149844
5504,-289.7151672
5505,-299.1732033
5506,-310.4618475
5507,-315.309884
5508,-324.5314639
5509,-327.0579885
5510,-326.8619479
5511,-328.6579009
5512,-326.5458313
5513,-312.8118179
5514,-312.2736459
5515,-305.2206467
5516,-294.6638256
5517,-260.7885779
5518,-267.0429739
5519,-180.6661032
5520,-166.5577731
5521,-148.1451803
5522,-158.2439133
5523,-172.5885976
5524,-183.1228546
5525,-235.4948136
5526,-289.8933381
5527,-284.4196849
5528,-290.7149395
5529,-299.9934985
5530,-304.9705623
5531,-306.2741626
5532,-307.3668874
5533,-309.0727601
5534,-311.6855821
5535,-315.0702935
5536,-315.3138499
5537,-292.0769702
5538,-266.0764439
5539,-256.7641153
5540,-255.630452
5541,-258.4525163
5542,-265.3250068
5543,-172.1148388
5544,-159.1391784
5545,-163.1574932
5546,-139.8235047
5547,-196.7040394
5548,-142.3028645
5549,-239.474496
5550,-263.9002024
5551,-256.5471706
5552,-262.2696104
5553,-270.7895428
5554,-258.544891
5555,-277.5578937
5556,-292.1616601
5557,-286.0541508
5558,-277.7791838
5559,-259.2064754
5560,-295.2690908
5561,-290.6880265
5562,-255.9041292
5563,-254.8739594
5564,-255.1300088
5565,-257.5279011
5566,-264.502003
5567,-174.8578032
5568,-179.5176095
5569,-159.7752324
5570,-167.0975074
5571,-174.9008196
5572,-202.3221077
5573,-245.2004839
5574,-274.346316
5575,-285.5179881
5576,-291.2050188
5577,-294.1242111
5578,-298.4936111
5579,-304.4157329
5580,-305.5559526
5581,-308.2865809
5582,-313.6221704
5583,-317.9181369
5584,-315.7181655
5585,-301.87628
5586,-299.8532671
5587,-298.393222
5588,-294.5040727
5589,-253.9147846
5590,-256.4404263
5591,-167.5726698
5592,-87.71564911
5593,-170.624952
5594,-135.6547348
5595,-143.7698743
5596,-160.9806604
5597,-247.8339885
5598,-293.7172316
5599,-304.5480275
5600,-306.9097944
5601,-310.8229376
5602,-313.3559412
5603,-318.3612704
5604,-319.6457063
5605,-319.2954374
5606,-317.6708024
5607,-311.0318339
5608,-304.660839
5609,-299.5660592
5610,-301.9067698
5611,-300.2751224
5612,-294.4460845
5613,-260.9492451
5614,-245.3072178
5615,-80.91015718
5616,-104.9021888
5617,-171.8519038
5618,-151.3555373
5619,-103.6408102
5620,-143.1554344
5621,-247.164147
5622,-279.7309386
5623,-289.0569086
5624,-296.6992135
5625,-304.2904924
5626,-309.37375
5627,-313.3604853
5628,-317.094756
5629,-313.9370644
5630,-310.437639
5631,-311.7418123
5632,-308.7322269
5633,-302.0221506
5634,-299.8283468
5635,-292.6946606
5636,-282.9848551
5637,-265.4647108
5638,-271.1422316
5639,-89.1629318
5640,-136.2558968
5641,-136.639954
5642,-137.0917026
5643,-145.723799
5644,-154.067924
5645,-257.7480771
5646,-271.6146693
5647,-290.2355877
5648,-304.8683882
5649,-309.9638518
5650,-313.5706159
5651,-315.9489935
5652,-320.9235436
5653,-322.4864746
5654,-321.9351943
5655,-326.1943915
5656,-326.8983522
5657,-313.34679
5658,-308.8199606
5659,-306.7311819
5660,-298.4897392
5661,-260.0818864
5662,-267.659318
5663,-170.4410728
5664,-167.6503868
5665,-131.223215
5666,-180.1045474
5667,-174.3202569
5668,-157.2201338
5669,-239.3752445
5670,-262.1173742
5671,-287.2733469
5672,-302.1906771
5673,-308.9516925
5674,-312.8530061
5675,-322.2088268
5676,-336.9069737
5677,-340.2191478
5678,-340.4556296
5679,-346.2752609
5680,-341.0651361
5681,-320.3293092
5682,-312.7565367
5683,-305.2652853
5684,-297.299497
5685,-258.501909
5686,-265.6135212
5687,-183.5882652
5688,-173.1726418
5689,-154.0148775
5690,-152.8640403
5691,-182.9497918
5692,-171.7684145
5693,-243.2477084
5694,-279.1747974
5695,-287.5088482
5696,-302.7682351
5697,-312.32164
5698,-314.9240862
5699,-321.2985347
5700,-327.5873158
5701,-328.1533819
5702,-329.3385123
5703,-333.5894811
5704,-335.6593101
5705,-300.6859532
5706,-287.1681939
5707,-252.607429
5708,-253.9517399
5709,-256.0713358
5710,-262.0581285
5711,-193.693324
5712,-178.47151
5713,-143.5017697
5714,-189.3448199
5715,-152.9676368
5716,-169.3322139
5717,-240.6288508
5718,-262.3327066
5719,-272.1046437
5720,-275.8451014
5721,-277.6535884
5722,-258.7284673
5723,-278.9637294
5724,-289.5697942
5725,-291.3926641
5726,-277.7648755
5727,-291.1809388
5728,-310.7249013
5729,-294.8066807
5730,-292.4977424
5731,-252.3151412
5732,-250.0138324
5733,-251.7868293
5734,-257.8527825
5735,-195.8192471
5736,-186.7120399
5737,-184.6997272
5738,-168.6783672
5739,-180.4204911
5740,-193.8678981
5741,-238.4028999
5742,-289.1052403
5743,-299.2282787
5744,-304.233545
5745,-312.4639219
5746,-318.632814
5747,-325.6489981
5748,-340.8728011
5749,-347.7138941
5750,-349.5097637
