,domestic,commercial
7448,0.044268237,0.044268237
7449,0.20327454,0.20327454
7450,0.182033098,0.182033098
7451,0.154339,0.154339
7452,0.111568087,0.111568087
7453,0.100389107,0.100389107
7454,0.058980642,0.058980642
7455,0.046761417,0.046761417
7456,0.003134872,0.003134872
7457,0,0
7458,0,0
7459,0,0
7460,0,0
7461,0,0
7462,0,0
7463,0,0
7464,0,0
7465,0,0
7466,0,0
7467,0,0
7468,0,0
7469,0,0
7470,0,0
7471,0.014107256,0.014107256
7472,0.121965988,0.121965988
7473,0.054536695,0.054536695
7474,0.167043868,0.167043868
7475,0.21562016,0.21562016
7476,0.146026185,0.146026185
7477,0.108462982,0.108462982
7478,0.022664344,0.022664344
7479,0.013537487,0.013537487
7480,0.001282222,0.001282222
7481,0,0
7482,0,0
7483,0,0
7484,0,0
7485,0,0
7486,0,0
7487,0,0
7488,0,0
7489,0,0
7490,0,0
7491,0,0
7492,0,0
7493,0,0
7494,0,0
7495,0.003654891,0.003654891
7496,0.037861187,0.037861187
7497,0.126399651,0.126399651
7498,0.217771606,0.217771606
7499,0.286418762,0.286418762
7500,0.252165928,0.252165928
7501,0.337905411,0.337905411
7502,0.237787381,0.237787381
7503,0.11748828,0.11748828
7504,0.009817112,0.009817112
7505,0,0
7506,0,0
7507,0,0
7508,0,0
7509,0,0
7510,0,0
7511,0,0
7512,0,0
7513,0,0
7514,0,0
7515,0,0
7516,0,0
7517,0,0
7518,0,0
7519,0.012290547,0.012290547
7520,0.076470921,0.076470921
7521,0.238579521,0.238579521
7522,0.37251673,0.37251673
7523,0.440752387,0.440752387
7524,0.318552394,0.318552394
7525,0.336548761,0.336548761
7526,0.064818101,0.064818101
7527,0.037450741,0.037450741
7528,0.00811981,0.00811981
7529,0,0
7530,0,0
7531,0,0
7532,0,0
7533,0,0
7534,0,0
7535,0,0
7536,0,0
7537,0,0
7538,0,0
7539,0,0
7540,0,0
7541,0,0
7542,0,0
7543,0.000620827,0.000620827
7544,0.012460437,0.012460437
7545,0.089104345,0.089104345
7546,0.187882347,0.187882347
7547,0.353622831,0.353622831
7548,0.302286313,0.302286313
7549,0.296909825,0.296909825
7550,0.197612094,0.197612094
7551,0.036846814,0.036846814
7552,0.003150634,0.003150634
7553,0,0
7554,0,0
7555,0,0
7556,0,0
7557,0,0
7558,0,0
7559,0,0
7560,0,0
7561,0,0
7562,0,0
7563,0,0
7564,0,0
7565,0,0
7566,0,0
7567,0.000633343,0.000633343
7568,0.02537686,0.02537686
7569,0.033134966,0.033134966
7570,0.108719523,0.108719523
7571,0.191372671,0.191372671
7572,0.374144359,0.374144359
7573,0.372338581,0.372338581
7574,0.299167693,0.299167693
7575,0.106262164,0.106262164
7576,0.007494893,0.007494893
7577,0,0
7578,0,0
7579,0,0
7580,0,0
7581,0,0
7582,0,0
7583,0,0
7584,0,0
7585,0,0
7586,0,0
7587,0,0
7588,0,0
7589,0,0
7590,0,0
7591,0.001255643,0.001255643
7592,0.025834339,0.025834339
7593,0.064031388,0.064031388
7594,0.067607952,0.067607952
7595,0.066423738,0.066423738
7596,0.038976771,0.038976771
7597,0.050506802,0.050506802
7598,0.064609197,0.064609197
7599,0.012769796,0.012769796
7600,0.001275285,0.001275285
7601,0,0
7602,0,0
7603,0,0
7604,0,0
7605,0,0
7606,0,0
7607,0,0
7608,0,0
7609,0,0
7610,0,0
7611,0,0
7612,0,0
7613,0,0
7614,0,0
7615,0,0
7616,0.005077519,0.005077519
7617,0.013355456,0.013355456
7618,0.038238653,0.038238653
7619,0.06140668,0.06140668
7620,0.058419625,0.058419625
7621,0.061723976,0.061723976
7622,0.044172729,0.044172729
7623,0.014550659,0.014550659
7624,0.000626274,0.000626274
7625,0,0
7626,0,0
7627,0,0
7628,0,0
7629,0,0
7630,0,0
7631,0,0
7632,0,0
7633,0,0
7634,0,0
7635,0,0
7636,0,0
7637,0,0
7638,0,0
7639,0,0
7640,0.008649655,0.008649655
7641,0.018030392,0.018030392
7642,0.041303541,0.041303541
7643,0.075452284,0.075452284
7644,0.157456724,0.157456724
7645,0.137977041,0.137977041
7646,0.094797102,0.094797102
7647,0.03182216,0.03182216
7648,0.000620569,0.000620569
7649,0,0
7650,0,0
7651,0,0
7652,0,0
7653,0,0
